trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SALG10,1010,,,,0
4,SARL50,960,,,,0
6,SARL50,910,,,,0
8,SARL50,860,,,,0
10,SBLL50,810,,,,0
12,SARL50,760,,,,0
14,SARG50,810,,,,0
16,SARL50,760,,,,0
18,SARL50,710,,,,0
20,SBLL50,660,,,,0
22,SBLL50,610,,,,0
24,SBLG50,660,,,,0
26,SARG50,710,,,,0
28,SBLG50,760,,,,0
30,SBLL50,710,,,,0
32,SBLG50,760,,,,0
34,SBRL10,750,,,,0
36,SBLG50,800,,,,0
38,SALG10,810,,,,0
40,SARG50,860,,,,0
42,SALG10,870,,,,0
44,SBRG10,880,,,,0
46,SBLL50,830,,,,0
48,SALL10,820,,,,0
50,SARG50,870,,,,0
52,SBRL10,860,,,,0
54,SARG50,910,,,,0
56,SALL10,900,,,,0
58,SBLL50,850,,,,0
60,SBLL50,800,,,,0
62,SBLL50,750,,,,0
64,SARG50,800,,,,0
66,SBLG50,850,,,,0
68,SBLG50,900,,,,0
70,SALG10,910,,,,0
72,SBRG10,920,,,,0
2,SALG10,930,,,,0
4,SARG50,980,,,,0
6,SARG50,1030,,,,0
8,SBRG10,1040,,,,0
10,SALL10,1030,,,,0
12,SBRG10,1040,,,,0
14,SARG50,1090,,,,0
16,SALL10,1080,,,,0
18,SBLG50,1130,,,,0
20,SALL10,1120,,,,0
22,SALG10,1130,,,,0
24,SBLG50,1180,,,,0
26,SBRL10,1170,,,,0
28,SALG10,1180,,,,0
30,SBLL50,1130,,,,0
32,SALG10,1140,,,,0
34,SBRL10,1130,,,,0
36,SARL50,1080,,,,0
38,SALG10,1090,,,,0
40,SARG50,1140,,,,0
42,SALG10,1150,,,,0
44,SBRL10,1140,,,,0
46,SALG10,1150,,,,0
48,SBLL50,1100,,,,0
50,SALG10,1110,,,,0
52,SBLG50,1160,,,,0
54,SBRL10,1150,,,,0
56,SBRL10,1140,,,,0
58,SALL10,1130,,,,0
60,SBLL50,1080,,,,0
62,SARG50,1130,,,,0
64,SBRG10,1140,,,,0
66,SBRL10,1130,,,,0
68,SBRL10,1120,,,,0
70,SBRL10,1110,,,,0
72,SBRL10,1100,,,,0
2,SBLG50,1150,,,,0
4,SALG10,1160,,,,0
6,SARG50,1210,,,,0
8,SALG10,1220,,,,0
10,SARL50,1170,,,,0
12,SALG10,1180,,,,0
14,SARG50,1230,,,,0
16,SALL10,1220,,,,0
18,SBLG50,1270,,,,0
20,SBRL10,1260,,,,0
22,SBLG50,1310,,,,0
24,SALL10,1300,,,,0
26,SBLL50,1250,,,,0
28,SARL50,1200,,,,0
30,SARL50,1150,,,,0
32,SBLG50,1200,,,,0
34,SBRG10,1210,,,,0
36,SBRG10,1220,,,,0
38,SBLG50,1270,,,,0
40,SBRG10,1280,,,,0
42,SBRL10,1270,,,,0
44,SBRG10,1280,,,,0
46,SARL50,1230,,,,0
48,SBLL50,1180,,,,0
50,SARL50,1130,,,,0
52,SARG50,1180,,,,0
54,SALG10,1190,,,,0
56,SBRL10,1180,,,,0
58,SARG50,1230,,,,0
60,SALL10,1220,,,,0
62,SBRL10,1210,,,,0
64,SBRL10,1200,,,,0
66,SBRG10,1210,,,,0
68,SBLG50,1260,,,,0
70,SALL10,1250,,,,0
72,SALL10,1240,,,,0
2,SARG50,1290,,,,0
4,SBRG10,1300,,,,0
6,SBRG10,1310,,,,0
8,SARL50,1260,,,,0
10,SBLL50,1210,,,,0
12,SARL50,1160,,,,0
14,SBLG50,1210,,,,0
16,SBRL10,1200,,,,0
18,SALG10,1210,,,,0
20,SARG50,1260,,,,0
22,SALG10,1270,,,,0
24,SBRL10,1260,,,,0
26,SBLG50,1310,,,,0
28,SBRG10,1320,,,,0
30,SALG10,1330,,,,0
32,SARL50,1280,,,,0
34,SBLG50,1330,,,,0
36,SBRL10,1320,,,,0
38,SBRL10,1310,,,,0
40,SALL10,1300,,,,0
42,SALG10,1310,,,,0
44,SBLG50,1360,,,,0
46,SALL10,1350,,,,0
48,SALL10,1340,,,,0
50,SBLG50,1390,,,,0
52,SALG10,1400,,,,0
54,SBRG10,1410,,,,0
56,SARG50,1460,,,,0
58,SBLL50,1410,,,,0
60,SARG50,1460,,,,0
62,SALG10,1470,,,,0
64,SBLL50,1420,,,,0
66,SBRL10,1410,,,,0
68,SBRL10,1400,,,,0
70,SARL50,1350,,,,0
72,SARL50,1300,,,,0
1,QuestionS,1300,,,１０点が外れたとき，どのように感じましたか？,S3
2,QuestionS,1300,,,５０点が当たったとき，どのように感じましたか？,S7
3,QuestionS,1300,,,１０点が当たったとき，どのように感じましたか？,S5
4,QuestionS,1300,,,５０点が外れたとき，どのように感じましたか？,S1
1,QuestionM,1300,ていねいな,7集中,,M4
2,QuestionM,1300,好きな,6親和,,M2
3,QuestionM,1300,のんびりした,5非活動的快,,M2
4,QuestionM,1300,驚いた,8驚愕,,M2
5,QuestionM,1300,気力に満ちた,4活動的快,,M3
6,QuestionM,1300,つまらない,3倦怠,,M1
7,QuestionM,1300,びっくりした,8驚愕,,M2
8,QuestionM,1300,はつらつとした,4活動的快,,M2
9,QuestionM,1300,だるい,3倦怠,,M1
10,QuestionM,1300,不安な,1抑うつ・不安,,M2
11,QuestionM,1300,思慮深い,7集中,,M4
12,QuestionM,1300,丁重な,7集中,,M3
13,QuestionM,1300,むっとした,2敵意,,M2
14,QuestionM,1300,活気のある,4活動的快,,M2
15,QuestionM,1300,陽気な,4活動的快,,M2
16,QuestionM,1300,愛らしい,6親和,,M1
17,QuestionM,1300,のんきな,5非活動的快,,M2
18,QuestionM,1300,のどかな,5非活動的快,,M1
19,QuestionM,1300,悩んでいる,1抑うつ・不安,,M1
20,QuestionM,1300,はっとした,8驚愕,,M2
21,QuestionM,1300,動揺した,8驚愕,,M2
22,QuestionM,1300,びくりとした,8驚愕,,M2
23,QuestionM,1300,敵意のある,2敵意,,M1
24,QuestionM,1300,憎らしい,2敵意,,M1
25,QuestionM,1300,注意深い,7集中,,M4
26,QuestionM,1300,自信がない,1抑うつ・不安,,M2
27,QuestionM,1300,おっとりした,5非活動的快,,M2
28,QuestionM,1300,無気力な,3倦怠,,M1
29,QuestionM,1300,ゆっくりした,5非活動的快,,M2
30,QuestionM,1300,慎重な,7集中,,M4
31,QuestionM,1300,いとおしい,6親和,,M1
32,QuestionM,1300,攻撃的な,2敵意,,M1
33,QuestionM,1300,気がかりな,1抑うつ・不安,,M3
34,QuestionM,1300,恋しい,6親和,,M2
35,QuestionM,1300,うらんだ,2敵意,,M1
36,QuestionM,1300,くよくよした,1抑うつ・不安,,M1
37,QuestionM,1300,元気いっぱいの,4活動的快,,M2
38,QuestionM,1300,疲れた,3倦怠,,M2
39,QuestionM,1300,すてきな,6親和,,M1
40,QuestionM,1300,退屈な,3倦怠,,M1
