trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARL50,950,,,,0
4,SBLG50,1000,,,,0
6,SBLG50,1050,,,,0
8,SBLL50,1000,,,,0
10,SBRG10,1010,,,,0
12,SBRG10,1020,,,,0
14,SBLL50,970,,,,0
16,SBLG50,1020,,,,0
18,SARG50,1070,,,,0
20,SBLG50,1120,,,,0
22,SALG10,1130,,,,0
24,SARG50,1180,,,,0
26,SBLL50,1130,,,,0
28,SBLL50,1080,,,,0
30,SARG50,1130,,,,0
32,SBRL10,1120,,,,0
34,SBLL50,1070,,,,0
36,SBLG50,1120,,,,0
38,SARG50,1170,,,,0
40,SBRG10,1180,,,,0
42,SARG50,1230,,,,0
44,SARL50,1180,,,,0
46,SARG50,1230,,,,0
48,SARG50,1280,,,,0
50,SALL10,1270,,,,0
52,SARL50,1220,,,,0
54,SALG10,1230,,,,0
56,SARL50,1180,,,,0
58,SARL50,1130,,,,0
60,SBLL50,1080,,,,0
62,SBLL50,1030,,,,0
64,SARL50,980,,,,0
66,SALL10,970,,,,0
68,SBLG50,1020,,,,0
70,SARL50,970,,,,0
72,SBLL50,920,,,,0
2,SARG50,970,,,,0
4,SBLG50,1020,,,,0
6,SALG10,1030,,,,0
8,SBRL10,1020,,,,0
10,SBLG50,1070,,,,0
12,SBLL50,1020,,,,0
14,SBRL10,1010,,,,0
16,SARL50,960,,,,0
18,SBRG10,970,,,,0
20,SALL10,960,,,,0
22,SARG50,1010,,,,0
24,SARG50,1060,,,,0
26,SALL10,1050,,,,0
28,SALG10,1060,,,,0
30,SBRL10,1050,,,,0
32,SBLL50,1000,,,,0
34,SARL50,950,,,,0
36,SBLG50,1000,,,,0
38,SBRL10,990,,,,0
40,SARG50,1040,,,,0
42,SBLL50,990,,,,0
44,SARL50,940,,,,0
46,SBLG50,990,,,,0
48,SBLG50,1040,,,,0
50,SBRG10,1050,,,,0
52,SARL50,1000,,,,0
54,SBLL50,950,,,,0
56,SBLL50,900,,,,0
58,SARL50,850,,,,0
60,SALL10,840,,,,0
62,SARG50,890,,,,0
64,SBLG50,940,,,,0
66,SBRL10,930,,,,0
68,SALG10,940,,,,0
70,SARG50,990,,,,0
72,SARL50,940,,,,0
2,SBLL50,890,,,,0
4,SBRG10,900,,,,0
6,SBLG50,950,,,,0
8,SALL10,940,,,,0
10,SALG10,950,,,,0
12,SBLG50,1000,,,,0
14,SBRG10,1010,,,,0
16,SALG10,1020,,,,0
18,SBLG50,1070,,,,0
20,SBLL50,1020,,,,0
22,SBRG10,1030,,,,0
24,SBLL50,980,,,,0
26,SBRG10,990,,,,0
28,SBLG50,1040,,,,0
30,SARL50,990,,,,0
32,SARG50,1040,,,,0
34,SBRL10,1030,,,,0
36,SARG50,1080,,,,0
38,SBRG10,1090,,,,0
40,SALG10,1100,,,,0
42,SARG50,1150,,,,0
44,SARG50,1200,,,,0
46,SALG10,1210,,,,0
48,SALL10,1200,,,,0
50,SALL10,1190,,,,0
52,SBRL10,1180,,,,0
54,SALL10,1170,,,,0
56,SALG10,1180,,,,0
58,SBRG10,1190,,,,0
60,SARL50,1140,,,,0
62,SBLL50,1090,,,,0
64,SBLL50,1040,,,,0
66,SARL50,990,,,,0
68,SARL50,940,,,,0
70,SARL50,890,,,,0
72,SBLL50,840,,,,0
2,SBLG50,890,,,,0
4,SARL50,840,,,,0
6,SALG10,850,,,,0
8,SBRL10,840,,,,0
10,SBLL50,790,,,,0
12,SBLL50,740,,,,0
14,SBRG10,750,,,,0
16,SARG50,800,,,,0
18,SARL50,750,,,,0
20,SARL50,700,,,,0
22,SBLL50,650,,,,0
24,SBLL50,600,,,,0
26,SBLL50,550,,,,0
28,SBLL50,500,,,,0
30,SBLG50,550,,,,0
32,SARG50,600,,,,0
34,SALL10,590,,,,0
36,SBLG50,640,,,,0
38,SBLL50,590,,,,0
40,SARG50,640,,,,0
42,SBRL10,630,,,,0
44,SBLL50,580,,,,0
46,SARL50,530,,,,0
48,SBLL50,480,,,,0
50,SARL50,430,,,,0
52,SARL50,380,,,,0
54,SBLL50,330,,,,0
56,SARG50,380,,,,0
58,SARG50,430,,,,0
60,SARG50,480,,,,0
62,SBRG10,490,,,,0
64,SALG10,500,,,,0
66,SARG50,550,,,,0
68,SBRG10,560,,,,0
70,SALG10,570,,,,0
72,SARG50,620,,,,0
1,QuestionS,620,,,５０点が外れたとき，どのように感じましたか？,S1
2,QuestionS,620,,,５０点が当たったとき，どのように感じましたか？,S6
3,QuestionS,620,,,１０点が当たったとき，どのように感じましたか？,S5
4,QuestionS,620,,,１０点が外れたとき，どのように感じましたか？,S3
1,QuestionM,620,のどかな,5非活動的快,,M1
2,QuestionM,620,思慮深い,7集中,,M1
3,QuestionM,620,ゆっくりした,5非活動的快,,M1
4,QuestionM,620,動揺した,8驚愕,,M3
5,QuestionM,620,自信がない,1抑うつ・不安,,M2
6,QuestionM,620,敵意のある,2敵意,,M2
7,QuestionM,620,むっとした,2敵意,,M3
8,QuestionM,620,驚いた,8驚愕,,M2
9,QuestionM,620,無気力な,3倦怠,,M3
10,QuestionM,620,気力に満ちた,4活動的快,,M2
11,QuestionM,620,のんきな,5非活動的快,,M1
12,QuestionM,620,びくりとした,8驚愕,,M1
13,QuestionM,620,ていねいな,7集中,,M1
14,QuestionM,620,おっとりした,5非活動的快,,M1
15,QuestionM,620,陽気な,4活動的快,,M1
16,QuestionM,620,はつらつとした,4活動的快,,M1
17,QuestionM,620,愛らしい,6親和,,M1
18,QuestionM,620,びっくりした,8驚愕,,M1
19,QuestionM,620,だるい,3倦怠,,M3
20,QuestionM,620,悩んでいる,1抑うつ・不安,,M3
21,QuestionM,620,うらんだ,2敵意,,M3
22,QuestionM,620,丁重な,7集中,,M2
23,QuestionM,620,憎らしい,2敵意,,M3
24,QuestionM,620,いとおしい,6親和,,M2
25,QuestionM,620,元気いっぱいの,4活動的快,,M1
26,QuestionM,620,攻撃的な,2敵意,,M3
27,QuestionM,620,くよくよした,1抑うつ・不安,,M2
28,QuestionM,620,のんびりした,5非活動的快,,M1
29,QuestionM,620,不安な,1抑うつ・不安,,M2
30,QuestionM,620,活気のある,4活動的快,,M1
31,QuestionM,620,注意深い,7集中,,M2
32,QuestionM,620,恋しい,6親和,,M1
33,QuestionM,620,好きな,6親和,,M1
34,QuestionM,620,はっとした,8驚愕,,M1
35,QuestionM,620,つまらない,3倦怠,,M2
36,QuestionM,620,疲れた,3倦怠,,M4
37,QuestionM,620,退屈な,3倦怠,,M2
38,QuestionM,620,慎重な,7集中,,M2
39,QuestionM,620,すてきな,6親和,,M1
40,QuestionM,620,気がかりな,1抑うつ・不安,,M2
