trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARL50,950,,,,0
4,SBLL50,900,,,,0
6,SBLG50,950,,,,0
8,SBLL50,900,,,,0
10,SBLL50,850,,,,0
12,SBLL50,800,,,,0
14,SBLG50,850,,,,0
16,SBLG50,900,,,,0
18,SARL50,850,,,,0
20,SARL50,800,,,,0
22,SBLG50,850,,,,0
24,SARL50,800,,,,0
26,SBLG50,850,,,,0
28,SBLL50,800,,,,0
30,SARG50,850,,,,0
32,SALG10,860,,,,0
34,SARG50,910,,,,0
36,SBRG10,920,,,,0
38,SBLG50,970,,,,0
40,SBRL10,960,,,,0
42,SALL10,950,,,,0
44,SBLG50,1000,,,,0
46,SALG10,1010,,,,0
48,SBLL50,960,,,,0
50,SARL50,910,,,,0
52,SBLL50,860,,,,0
54,SARG50,910,,,,0
56,SARL50,860,,,,0
58,SBLL50,810,,,,0
60,SBLG50,860,,,,0
62,SARG50,910,,,,0
64,SALL10,900,,,,0
66,SARL50,850,,,,0
68,SARL50,800,,,,0
70,SARG50,850,,,,0
72,SALG10,860,,,,0
2,SARG50,910,,,,0
4,SALG10,920,,,,0
6,SALG10,930,,,,0
8,SBLG50,980,,,,0
10,SALL10,970,,,,0
12,SBLL50,920,,,,0
14,SARG50,970,,,,0
16,SBRG10,980,,,,0
18,SALL10,970,,,,0
20,SBRL10,960,,,,0
22,SBLL50,910,,,,0
24,SARL50,860,,,,0
26,SARG50,910,,,,0
28,SALL10,900,,,,0
30,SARL50,850,,,,0
32,SBLL50,800,,,,0
34,SBLG50,850,,,,0
36,SBRG10,860,,,,0
38,SBLL50,810,,,,0
40,SBLG50,860,,,,0
42,SALL10,850,,,,0
44,SBLG50,900,,,,0
46,SBRG10,910,,,,0
48,SALG10,920,,,,0
50,SARG50,970,,,,0
52,SALL10,960,,,,0
54,SBLG50,1010,,,,0
56,SALL10,1000,,,,0
58,SBRL10,990,,,,0
60,SALL10,980,,,,0
62,SBRG10,990,,,,0
64,SARL50,940,,,,0
66,SBLG50,990,,,,0
68,SALL10,980,,,,0
70,SBLL50,930,,,,0
72,SBLG50,980,,,,0
2,SBLG50,1030,,,,0
4,SALG10,1040,,,,0
6,SALG10,1050,,,,0
8,SARG50,1100,,,,0
10,SBRG10,1110,,,,0
12,SARL50,1060,,,,0
14,SARG50,1110,,,,0
16,SALL10,1100,,,,0
18,SALG10,1110,,,,0
20,SBRL10,1100,,,,0
22,SARL50,1050,,,,0
24,SBRL10,1040,,,,0
26,SBRG10,1050,,,,0
28,SBRG10,1060,,,,0
30,SBLG50,1110,,,,0
32,SBRG10,1120,,,,0
34,SALG10,1130,,,,0
36,SARL50,1080,,,,0
38,SBLL50,1030,,,,0
40,SBRG10,1040,,,,0
42,SARL50,990,,,,0
44,SBRG10,1000,,,,0
46,SBRG10,1010,,,,0
48,SARL50,960,,,,0
50,SARG50,1010,,,,0
52,SALL10,1000,,,,0
54,SALL10,990,,,,0
56,SBRL10,980,,,,0
58,SBRL10,970,,,,0
60,SBRG10,980,,,,0
62,SBRG10,990,,,,0
64,SARG50,1040,,,,0
66,SALL10,1030,,,,0
68,SBRL10,1020,,,,0
70,SALL10,1010,,,,0
72,SBRL10,1000,,,,0
2,SARG50,1050,,,,0
4,SALG10,1060,,,,0
6,SBRG10,1070,,,,0
8,SARG50,1120,,,,0
10,SBRG10,1130,,,,0
12,SBRL10,1120,,,,0
14,SBRL10,1110,,,,0
16,SALG10,1120,,,,0
18,SBLL50,1070,,,,0
20,SBLG50,1120,,,,0
22,SALG10,1130,,,,0
24,SBRL10,1120,,,,0
26,SBLG50,1170,,,,0
28,SALG10,1180,,,,0
30,SARG50,1230,,,,0
32,SBRL10,1220,,,,0
34,SALG10,1230,,,,0
36,SBLG50,1280,,,,0
38,SBRG10,1290,,,,0
40,SBRG10,1300,,,,0
42,SBLG50,1350,,,,0
44,SALG10,1360,,,,0
46,SBRG10,1370,,,,0
48,SBLG50,1420,,,,0
50,SARL50,1370,,,,0
52,SALL10,1360,,,,0
54,SALL10,1350,,,,0
56,SBRL10,1340,,,,0
58,SALL10,1330,,,,0
60,SBRL10,1320,,,,0
62,SALL10,1310,,,,0
64,SALL10,1300,,,,0
66,SALL10,1290,,,,0
68,SALL10,1280,,,,0
70,SBRL10,1270,,,,0
72,SALL10,1260,,,,0
1,QuestionS,1260,,,１０点が外れたとき，どのように感じましたか？,S2
2,QuestionS,1260,,,１０点が当たったとき，どのように感じましたか？,S6
3,QuestionS,1260,,,５０点が当たったとき，どのように感じましたか？,S7
4,QuestionS,1260,,,５０点が外れたとき，どのように感じましたか？,S1
1,QuestionM,1260,不安な,1抑うつ・不安,,M2
2,QuestionM,1260,丁重な,7集中,,M3
3,QuestionM,1260,活気のある,4活動的快,,M2
4,QuestionM,1260,悩んでいる,1抑うつ・不安,,M1
5,QuestionM,1260,はつらつとした,4活動的快,,M2
6,QuestionM,1260,おっとりした,5非活動的快,,M2
7,QuestionM,1260,気がかりな,1抑うつ・不安,,M3
8,QuestionM,1260,だるい,3倦怠,,M1
9,QuestionM,1260,くよくよした,1抑うつ・不安,,M1
10,QuestionM,1260,のんきな,5非活動的快,,M2
11,QuestionM,1260,思慮深い,7集中,,M3
12,QuestionM,1260,びくりとした,8驚愕,,M2
13,QuestionM,1260,のんびりした,5非活動的快,,M2
14,QuestionM,1260,はっとした,8驚愕,,M2
15,QuestionM,1260,無気力な,3倦怠,,M1
16,QuestionM,1260,いとおしい,6親和,,M1
17,QuestionM,1260,動揺した,8驚愕,,M2
18,QuestionM,1260,疲れた,3倦怠,,M1
19,QuestionM,1260,恋しい,6親和,,M1
20,QuestionM,1260,すてきな,6親和,,M1
21,QuestionM,1260,つまらない,3倦怠,,M1
22,QuestionM,1260,敵意のある,2敵意,,M1
23,QuestionM,1260,ゆっくりした,5非活動的快,,M2
24,QuestionM,1260,陽気な,4活動的快,,M2
25,QuestionM,1260,元気いっぱいの,4活動的快,,M2
26,QuestionM,1260,ていねいな,7集中,,M3
27,QuestionM,1260,驚いた,8驚愕,,M2
28,QuestionM,1260,愛らしい,6親和,,M1
29,QuestionM,1260,うらんだ,2敵意,,M2
30,QuestionM,1260,気力に満ちた,4活動的快,,M2
31,QuestionM,1260,好きな,6親和,,M2
32,QuestionM,1260,むっとした,2敵意,,M1
33,QuestionM,1260,のどかな,5非活動的快,,M1
34,QuestionM,1260,注意深い,7集中,,M3
35,QuestionM,1260,自信がない,1抑うつ・不安,,M2
36,QuestionM,1260,慎重な,7集中,,M4
37,QuestionM,1260,攻撃的な,2敵意,,M1
38,QuestionM,1260,憎らしい,2敵意,,M1
39,QuestionM,1260,退屈な,3倦怠,,M1
40,QuestionM,1260,びっくりした,8驚愕,,M1
