trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARG50,1050,,,,0
4,SALG10,1060,,,,0
6,SBLL50,1010,,,,0
8,SBLG50,1060,,,,0
10,SALL10,1050,,,,0
12,SBLG50,1100,,,,0
14,SBRL10,1090,,,,0
16,SALG10,1100,,,,0
18,SBRG10,1110,,,,0
20,SARG50,1160,,,,0
22,SALL10,1150,,,,0
24,SBLL50,1100,,,,0
26,SBRG10,1110,,,,0
28,SARL50,1060,,,,0
30,SBLL50,1010,,,,0
32,SBRG10,1020,,,,0
34,SARG50,1070,,,,0
36,SBLG50,1120,,,,0
38,SBRG10,1130,,,,0
40,SBLG50,1180,,,,0
42,SALG10,1190,,,,0
44,SBRL10,1180,,,,0
46,SALG10,1190,,,,0
48,SBLG50,1240,,,,0
50,SALG10,1250,,,,0
52,SALL10,1240,,,,0
54,SALG10,1250,,,,0
56,SARL50,1200,,,,0
58,SBRL10,1190,,,,0
60,SBRL10,1180,,,,0
62,SBRG10,1190,,,,0
64,SALL10,1180,,,,0
66,SBLL50,1130,,,,0
68,SALL10,1120,,,,0
70,SALL10,1110,,,,0
72,SALL10,1100,,,,0
2,SBLG50,1150,,,,0
4,SBRL10,1140,,,,0
6,SARL50,1090,,,,0
8,SBLL50,1040,,,,0
10,SBLL50,990,,,,0
12,SARL50,940,,,,0
14,SARL50,890,,,,0
16,SARL50,840,,,,0
18,SARG50,890,,,,0
20,SBLL50,840,,,,0
22,SBLG50,890,,,,0
24,SARG50,940,,,,0
26,SBLL50,890,,,,0
28,SARG50,940,,,,0
30,SALL10,930,,,,0
32,SBLL50,880,,,,0
34,SARL50,830,,,,0
36,SARG50,880,,,,0
38,SBLL50,830,,,,0
40,SARG50,880,,,,0
42,SBLG50,930,,,,0
44,SALG10,940,,,,0
46,SARG50,990,,,,0
48,SALG10,1000,,,,0
50,SBRG10,1010,,,,0
52,SARL50,960,,,,0
54,SBLL50,910,,,,0
