trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARL50,950,,,,0
4,SALL10,940,,,,0
6,SBLG50,990,,,,0
8,SALL10,980,,,,0
10,SARG50,1030,,,,0
12,SBLL50,980,,,,0
14,SARL50,930,,,,0
16,SALG10,940,,,,0
18,SARL50,890,,,,0
20,SBRG10,900,,,,0
22,SBRL10,890,,,,0
24,SALL10,880,,,,0
26,SALG10,890,,,,0
28,SARL50,840,,,,0
30,SBLL50,790,,,,0
32,SBRG10,800,,,,0
34,SALG10,810,,,,0
36,SBLG50,860,,,,0
38,SBRG10,870,,,,0
40,SARG50,920,,,,0
42,SALG10,930,,,,0
44,SALL10,920,,,,0
46,SARG50,970,,,,0
48,SBRG10,980,,,,0
50,SBLL50,930,,,,0
52,SBLG50,980,,,,0
54,SBLL50,930,,,,0
56,SBRG10,940,,,,0
58,SALG10,950,,,,0
60,SBRG10,960,,,,0
62,SALL10,950,,,,0
64,SARL50,900,,,,0
66,SBLL50,850,,,,0
68,SBLL50,800,,,,0
70,SBRG10,810,,,,0
72,SBRL10,800,,,,0
2,SBLG50,850,,,,0
4,SBLL50,800,,,,0
6,SARG50,850,,,,0
8,SBLL50,800,,,,0
10,SARG50,850,,,,0
12,SBRG10,860,,,,0
14,SALL10,850,,,,0
16,SBLG50,900,,,,0
18,SBRL10,890,,,,0
20,SARG50,940,,,,0
22,SBLG50,990,,,,0
24,SARL50,940,,,,0
26,SALG10,950,,,,0
28,SALG10,960,,,,0
30,SARG50,1010,,,,0
32,SARL50,960,,,,0
34,SALG10,970,,,,0
36,SALL10,960,,,,0
38,SBLL50,910,,,,0
40,SARL50,860,,,,0
42,SBLG50,910,,,,0
44,SBLL50,860,,,,0
46,SALL10,850,,,,0
48,SARG50,900,,,,0
50,SALL10,890,,,,0
52,SARL50,840,,,,0
54,SBLG50,890,,,,0
56,SBRG10,900,,,,0
58,SBLL50,850,,,,0
60,SBLL50,800,,,,0
62,SALL10,790,,,,0
64,SBLL50,740,,,,0
66,SBLL50,690,,,,0
68,SBLG50,740,,,,0
70,SBRG10,750,,,,0
72,SALG10,760,,,,0
2,SBLL50,710,,,,0
4,SARL50,660,,,,0
6,SALL10,650,,,,0
8,SBRL10,640,,,,0
10,SALL10,630,,,,0
12,SBLG50,680,,,,0
14,SARL50,630,,,,0
16,SALL10,620,,,,0
18,SBLL50,570,,,,0
20,SARG50,620,,,,0
22,SARG50,670,,,,0
24,SARL50,620,,,,0
26,SBRL10,610,,,,0
28,SALL10,600,,,,0
30,SARG50,650,,,,0
32,SBLL50,600,,,,0
34,SARG50,650,,,,0
36,SALL10,640,,,,0
38,SBRL10,630,,,,0
40,SALL10,620,,,,0
42,SARG50,670,,,,0
44,SBLG50,720,,,,0
46,SBLG50,770,,,,0
48,SBRG10,780,,,,0
50,SBLL50,730,,,,0
52,SARL50,680,,,,0
54,SBLL50,630,,,,0
56,SBLG50,680,,,,0
58,SBRL10,670,,,,0
60,SALG10,680,,,,0
62,SBLG50,730,,,,0
64,SBRG10,740,,,,0
66,SARG50,790,,,,0
68,SBLG50,840,,,,0
70,SBLG50,890,,,,0
72,SARG50,940,,,,0
2,SALL10,930,,,,0
4,SBLL50,880,,,,0
6,SBRL10,870,,,,0
8,SARG50,920,,,,0
10,SBLL50,870,,,,0
12,SARG50,920,,,,0
14,SARG50,970,,,,0
16,SBLL50,920,,,,0
18,SARG50,970,,,,0
20,SBLG50,1020,,,,0
22,SBLL50,970,,,,0
24,SARG50,1020,,,,0
26,SBLG50,1070,,,,0
