trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBLG50,1050,,,,0
4,SARG50,1100,,,,0
6,SARG50,1150,,,,0
8,SALG10,1160,,,,0
10,SBLL50,1110,,,,0
12,SBRL10,1100,,,,0
14,SARL50,1050,,,,0
16,SBLL50,1000,,,,0
18,SBLL50,950,,,,0
20,SBLG50,1000,,,,0
22,SARL50,950,,,,0
24,SBRG10,960,,,,0
26,SARG50,1010,,,,0
28,SALG10,1020,,,,0
30,SALG10,1030,,,,0
32,SBLG50,1080,,,,0
34,SARG50,1130,,,,0
36,SBLL50,1080,,,,0
38,SBRL10,1070,,,,0
40,SBRL10,1060,,,,0
42,SALG10,1070,,,,0
44,SARL50,1020,,,,0
46,SBLL50,970,,,,0
48,SARL50,920,,,,0
50,SBLL50,870,,,,0
52,SALL10,860,,,,0
54,SBLL50,810,,,,0
56,SBLL50,760,,,,0
58,SBLG50,810,,,,0
60,SARL50,760,,,,0
62,SARL50,710,,,,0
64,SBLL50,660,,,,0
66,SALG10,670,,,,0
68,SARG50,720,,,,0
70,SARG50,770,,,,0
72,SBRG10,780,,,,0
2,SARG50,830,,,,0
4,SARG50,880,,,,0
6,SALL10,870,,,,0
8,SBRG10,880,,,,0
10,SALG10,890,,,,0
12,SBLG50,940,,,,0
14,SARL50,890,,,,0
16,SBRG10,900,,,,0
18,SBRL10,890,,,,0
20,SBLL50,840,,,,0
22,SBLL50,790,,,,0
24,SBRG10,800,,,,0
26,SARG50,850,,,,0
28,SALL10,840,,,,0
30,SBLG50,890,,,,0
32,SBRG10,900,,,,0
34,SARG50,950,,,,0
36,SARL50,900,,,,0
38,SALG10,910,,,,0
40,SBLL50,860,,,,0
42,SBRL10,850,,,,0
44,SBLL50,800,,,,0
46,SBRG10,810,,,,0
48,SBLG50,860,,,,0
50,SBLL50,810,,,,0
52,SBRL10,800,,,,0
54,SALL10,790,,,,0
56,SALG10,800,,,,0
58,SBRG10,810,,,,0
60,SALG10,820,,,,0
62,SARG50,870,,,,0
64,SARL50,820,,,,0
66,SARG50,870,,,,0
68,SARL50,820,,,,0
70,SARL50,770,,,,0
72,SBRL10,760,,,,0
2,SBLL50,710,,,,0
4,SARL50,660,,,,0
6,SARG50,710,,,,0
8,SARG50,760,,,,0
10,SALG10,770,,,,0
12,SALL10,760,,,,0
14,SARG50,810,,,,0
16,SARL50,760,,,,0
18,SALG10,770,,,,0
20,SBLG50,820,,,,0
22,SARL50,770,,,,0
24,SBLG50,820,,,,0
26,SBLL50,770,,,,0
28,SBLG50,820,,,,0
30,SBRG10,830,,,,0
32,SALG10,840,,,,0
34,SARL50,790,,,,0
36,SBLG50,840,,,,0
38,SBLL50,790,,,,0
40,SARG50,840,,,,0
42,SBRG10,850,,,,0
44,SBLL50,800,,,,0
46,SALL10,790,,,,0
48,SBLG50,840,,,,0
50,SBRL10,830,,,,0
52,SBLG50,880,,,,0
54,SALG10,890,,,,0
56,SARG50,940,,,,0
58,SBLL50,890,,,,0
60,SARL50,840,,,,0
62,SBRL10,830,,,,0
64,SBLL50,780,,,,0
66,SBLG50,830,,,,0
68,SALL10,820,,,,0
70,SBRG10,830,,,,0
72,SALL10,820,,,,0
2,SARG50,870,,,,0
4,SBLL50,820,,,,0
6,SBLG50,870,,,,0
8,SBRG10,880,,,,0
10,SALG10,890,,,,0
12,SARG50,940,,,,0
14,SALG10,950,,,,0
16,SBLG50,1000,,,,0
18,SARG50,1050,,,,0
20,SBRG10,1060,,,,0
22,SARL50,1010,,,,0
24,SALG10,1020,,,,0
