trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARL50,950,,,,0
4,SBRL10,940,,,,0
6,SARG50,990,,,,0
8,SALG10,1000,,,,0
10,SALL10,990,,,,0
12,SALG10,1000,,,,0
14,SBLG50,1050,,,,0
16,SBRG10,1060,,,,0
18,SBRG10,1070,,,,0
20,SARG50,1120,,,,0
22,SBRG10,1130,,,,0
24,SARL50,1080,,,,0
26,SBRG10,1090,,,,0
28,SBLG50,1140,,,,0
30,SALG10,1150,,,,0
32,SARG50,1200,,,,0
34,SALL10,1190,,,,0
36,SARG50,1240,,,,0
38,SALL10,1230,,,,0
40,SBLG50,1280,,,,0
42,SBRL10,1270,,,,0
44,SBLL50,1220,,,,0
46,SBLG50,1270,,,,0
48,SALG10,1280,,,,0
50,SBLG50,1330,,,,0
52,SARL50,1280,,,,0
54,SARL50,1230,,,,0
56,SBLL50,1180,,,,0
58,SBLG50,1230,,,,0
60,SARG50,1280,,,,0
62,SBRL10,1270,,,,0
64,SBRL10,1260,,,,0
66,SALL10,1250,,,,0
68,SBRL10,1240,,,,0
70,SALL10,1230,,,,0
72,SBRL10,1220,,,,0
2,SBRL10,1210,,,,0
4,SBRG10,1220,,,,0
6,SARG50,1270,,,,0
8,SBRL10,1260,,,,0
10,SBRL10,1250,,,,0
12,SALL10,1240,,,,0
14,SALL10,1230,,,,0
16,SALL10,1220,,,,0
18,SBRG10,1230,,,,0
20,SALL10,1220,,,,0
22,SBLG50,1270,,,,0
24,SBRG10,1280,,,,0
26,SARL50,1230,,,,0
28,SBRG10,1240,,,,0
30,SALL10,1230,,,,0
32,SBLL50,1180,,,,0
34,SARG50,1230,,,,0
36,SALL10,1220,,,,0
38,SARL50,1170,,,,0
40,SARL50,1120,,,,0
42,SALG10,1130,,,,0
44,SBLG50,1180,,,,0
46,SBLG50,1230,,,,0
48,SALL10,1220,,,,0
50,SBRG10,1230,,,,0
52,SARG50,1280,,,,0
54,SBRG10,1290,,,,0
56,SBLG50,1340,,,,0
58,SBRG10,1350,,,,0
60,SARL50,1300,,,,0
62,SALL10,1290,,,,0
64,SBRG10,1300,,,,0
66,SARG50,1350,,,,0
68,SALL10,1340,,,,0
70,SBRL10,1330,,,,0
72,SBRL10,1320,,,,0
2,SARG50,1370,,,,0
4,SBRL10,1360,,,,0
6,SBLG50,1410,,,,0
8,SALL10,1400,,,,0
10,SBRL10,1390,,,,0
