trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBLL50,950,,,,0
4,SALL10,940,,,,0
6,SBRL10,930,,,,0
8,SBRG10,940,,,,0
10,SBRL10,930,,,,0
12,SARG50,980,,,,0
14,SBLG50,1030,,,,0
16,SBLG50,1080,,,,0
18,SALG10,1090,,,,0
20,SBLG50,1140,,,,0
22,SARG50,1190,,,,0
24,SALL10,1180,,,,0
26,SARL50,1130,,,,0
28,SBLG50,1180,,,,0
30,SBLL50,1130,,,,0
32,SARL50,1080,,,,0
34,SARG50,1130,,,,0
36,SBRL10,1120,,,,0
38,SARG50,1170,,,,0
40,SARG50,1220,,,,0
42,SBLG50,1270,,,,0
44,SARG50,1320,,,,0
46,SALG10,1330,,,,0
48,SBLL50,1280,,,,0
50,SARG50,1330,,,,0
52,SARG50,1380,,,,0
54,SARG50,1430,,,,0
56,SBLG50,1480,,,,0
58,SBRG10,1490,,,,0
60,SARL50,1440,,,,0
62,SBRL10,1430,,,,0
64,SBLL50,1380,,,,0
66,SBLL50,1330,,,,0
68,SALL10,1320,,,,0
70,SALL10,1310,,,,0
72,SBLL50,1260,,,,0
2,SBRL10,1250,,,,0
4,SARG50,1300,,,,0
6,SARL50,1250,,,,0
8,SBRG10,1260,,,,0
10,SBLG50,1310,,,,0
12,SALG10,1320,,,,0
14,SBRG10,1330,,,,0
16,SBRG10,1340,,,,0
18,SALG10,1350,,,,0
20,SARG50,1400,,,,0
22,SARG50,1450,,,,0
24,SBLL50,1400,,,,0
26,SBLG50,1450,,,,0
28,SBRL10,1440,,,,0
30,SBRL10,1430,,,,0
32,SARG50,1480,,,,0
34,SBRL10,1470,,,,0
36,SBLL50,1420,,,,0
38,SBRL10,1410,,,,0
40,SARL50,1360,,,,0
42,SBRL10,1350,,,,0
44,SARL50,1300,,,,0
46,SARL50,1250,,,,0
48,SARG50,1300,,,,0
50,SALL10,1290,,,,0
52,SBLL50,1240,,,,0
54,SALL10,1230,,,,0
56,SALL10,1220,,,,0
58,SBLG50,1270,,,,0
60,SARL50,1220,,,,0
62,SARG50,1270,,,,0
64,SBRG10,1280,,,,0
66,SALL10,1270,,,,0
68,SALL10,1260,,,,0
70,SBLG50,1310,,,,0
72,SBLG50,1360,,,,0
2,SARL50,1310,,,,0
4,SARG50,1360,,,,0
6,SBRL10,1350,,,,0
8,SBRL10,1340,,,,0
10,SBRG10,1350,,,,0
12,SBLG50,1400,,,,0
14,SBLL50,1350,,,,0
16,SBLL50,1300,,,,0
18,SALL10,1290,,,,0
20,SALL10,1280,,,,0
22,SALL10,1270,,,,0
24,SBLL50,1220,,,,0
26,SALL10,1210,,,,0
28,SALG10,1220,,,,0
30,SARL50,1170,,,,0
32,SBLG50,1220,,,,0
34,SBLL50,1170,,,,0
36,SARL50,1120,,,,0
38,SARL50,1070,,,,0
40,SARG50,1120,,,,0
42,SBRG10,1130,,,,0
44,SBLG50,1180,,,,0
46,SBLL50,1130,,,,0
48,SBRG10,1140,,,,0
50,SARG50,1190,,,,0
52,SALG10,1200,,,,0
54,SARL50,1150,,,,0
56,SARG50,1200,,,,0
58,SARG50,1250,,,,0
60,SBLL50,1200,,,,0
62,SBLL50,1150,,,,0
64,SARL50,1100,,,,0
66,SBLG50,1150,,,,0
68,SBRG10,1160,,,,0
70,SARG50,1210,,,,0
72,SBLG50,1260,,,,0
2,SARL50,1210,,,,0
4,SARL50,1160,,,,0
6,SBRL10,1150,,,,0
8,SARG50,1200,,,,0
10,SALL10,1190,,,,0
12,SBLL50,1140,,,,0
14,SARG50,1190,,,,0
16,SBRG10,1200,,,,0
18,SBLG50,1250,,,,0
20,SARG50,1300,,,,0
22,SBRL10,1290,,,,0
24,SBLL50,1240,,,,0
26,SARG50,1290,,,,0
28,SALL10,1280,,,,0
30,SALL10,1270,,,,0
32,SARL50,1220,,,,0
34,SBLG50,1270,,,,0
