trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARL50,950,,,,0
4,SBRG10,960,,,,0
6,SBLL50,910,,,,0
8,SALL10,900,,,,0
10,SBLL50,850,,,,0
12,SARG50,900,,,,0
14,SALL10,890,,,,0
16,SALG10,900,,,,0
18,SBLL50,850,,,,0
20,SARG50,900,,,,0
22,SBLL50,850,,,,0
24,SBRG10,860,,,,0
26,SARL50,810,,,,0
28,SBRG10,820,,,,0
30,SBLG50,870,,,,0
32,SBLL50,820,,,,0
34,SALL10,810,,,,0
36,SBLG50,860,,,,0
38,SBRG10,870,,,,0
40,SBLL50,820,,,,0
42,SBLL50,770,,,,0
44,SARG50,820,,,,0
46,SBRG10,830,,,,0
48,SBRL10,820,,,,0
50,SBLG50,870,,,,0
52,SARG50,920,,,,0
54,SARL50,870,,,,0
56,SALG10,880,,,,0
58,SALG10,890,,,,0
60,SARL50,840,,,,0
62,SALG10,850,,,,0
64,SARG50,900,,,,0
66,SBRL10,890,,,,0
68,SALL10,880,,,,0
70,SBLG50,930,,,,0
72,SARG50,980,,,,0
2,SBLL50,930,,,,0
4,SBRG10,940,,,,0
6,SALL10,930,,,,0
8,SBRG10,940,,,,0
10,SARG50,990,,,,0
12,SBRL10,980,,,,0
14,SALL10,970,,,,0
16,SALG10,980,,,,0
18,SBLL50,930,,,,0
20,SBLG50,980,,,,0
22,SARL50,930,,,,0
24,SBLG50,980,,,,0
26,SARG50,1030,,,,0
28,SALL10,1020,,,,0
30,SBRL10,1010,,,,0
32,SARG50,1060,,,,0
34,SBRL10,1050,,,,0
36,SALG10,1060,,,,0
38,SARL50,1010,,,,0
40,SBRL10,1000,,,,0
42,SBLL50,950,,,,0
44,SALL10,940,,,,0
46,SARL50,890,,,,0
48,SBLG50,940,,,,0
50,SALG10,950,,,,0
52,SBRG10,960,,,,0
54,SBLG50,1010,,,,0
56,SALG10,1020,,,,0
58,SBRG10,1030,,,,0
60,SBLL50,980,,,,0
62,SBRL10,970,,,,0
64,SALG10,980,,,,0
66,SARL50,930,,,,0
68,SALL10,920,,,,0
70,SALL10,910,,,,0
72,SBRG10,920,,,,0
2,SALL10,910,,,,0
4,SBRL10,900,,,,0
6,SBRL10,890,,,,0
8,SARG50,940,,,,0
10,SBLG50,990,,,,0
12,SALL10,980,,,,0
14,SBRL10,970,,,,0
16,SARL50,920,,,,0
18,SBRG10,930,,,,0
20,SALG10,940,,,,0
22,SBRL10,930,,,,0
24,SBLG50,980,,,,0
26,SARL50,930,,,,0
28,SBLG50,980,,,,0
30,SBRL10,970,,,,0
32,SBLL50,920,,,,0
34,SALL10,910,,,,0
36,SARG50,960,,,,0
38,SARG50,1010,,,,0
40,SBRL10,1000,,,,0
42,SBRG10,1010,,,,0
44,SARG50,1060,,,,0
46,SBLG50,1110,,,,0
48,SALL10,1100,,,,0
50,SBRL10,1090,,,,0
52,SALL10,1080,,,,0
54,SARG50,1130,,,,0
56,SBLG50,1180,,,,0
58,SALL10,1170,,,,0
60,SBRG10,1180,,,,0
62,SBRL10,1170,,,,0
64,SBLL50,1120,,,,0
66,SALG10,1130,,,,0
68,SARG50,1180,,,,0
70,SARL50,1130,,,,0
72,SALG10,1140,,,,0
2,SBLG50,1190,,,,0
4,SALL10,1180,,,,0
6,SALL10,1170,,,,0
8,SALL10,1160,,,,0
10,SARG50,1210,,,,0
12,SARL50,1160,,,,0
14,SBLL50,1110,,,,0
16,SALG10,1120,,,,0
18,SBRG10,1130,,,,0
20,SBLL50,1080,,,,0
22,SARG50,1130,,,,0
24,SBLG50,1180,,,,0
26,SARL50,1130,,,,0
28,SBLG50,1180,,,,0
30,SBRG10,1190,,,,0
32,SBLL50,1140,,,,0
34,SBRL10,1130,,,,0
36,SALG10,1140,,,,0
38,SBRL10,1130,,,,0
40,SARL50,1080,,,,0
42,SBLL50,1030,,,,0
44,SBLG50,1080,,,,0
46,SBLL50,1030,,,,0
48,SBRG10,1040,,,,0
50,SALG10,1050,,,,0
52,SALG10,1060,,,,0
54,SARL50,1010,,,,0
56,SALL10,1000,,,,0
58,SBRL10,990,,,,0
60,SARL50,940,,,,0
62,SARG50,990,,,,0
64,SBRG10,1000,,,,0
66,SALG10,1010,,,,0
68,SARL50,960,,,,0
70,SBRL10,950,,,,0
72,SBLG50,1000,,,,0
1,QuestionS,1000,,,５０点が当たったとき，どのように感じましたか？,S6
2,QuestionS,1000,,,１０点が外れたとき，どのように感じましたか？,S4
3,QuestionS,1000,,,１０点が当たったとき，どのように感じましたか？,S5
4,QuestionS,1000,,,５０点が外れたとき，どのように感じましたか？,S2
1,QuestionM,1000,いとおしい,6親和,,M1
2,QuestionM,1000,好きな,6親和,,M1
3,QuestionM,1000,思慮深い,7集中,,M1
4,QuestionM,1000,悩んでいる,1抑うつ・不安,,M1
