trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBRG10,1010,,,,0
4,SARL50,960,,,,0
6,SBLL50,910,,,,0
8,SARL50,860,,,,0
10,SARL50,810,,,,0
12,SARL50,760,,,,0
14,SARL50,710,,,,0
16,SBRG10,720,,,,0
18,SALG10,730,,,,0
20,SBLG50,780,,,,0
22,SBRG10,790,,,,0
24,SBRL10,780,,,,0
26,SARL50,730,,,,0
28,SBLG50,780,,,,0
30,SALL10,770,,,,0
32,SALL10,760,,,,0
34,SBLG50,810,,,,0
36,SARG50,860,,,,0
38,SALG10,870,,,,0
40,SBRL10,860,,,,0
42,SBRG10,870,,,,0
44,SBLG50,920,,,,0
46,SALL10,910,,,,0
48,SBRG10,920,,,,0
50,SARG50,970,,,,0
52,SBLG50,1020,,,,0
54,SBLG50,1070,,,,0
56,SALG10,1080,,,,0
58,SBRL10,1070,,,,0
60,SBLL50,1020,,,,0
62,SBRL10,1010,,,,0
64,SALL10,1000,,,,0
66,SALL10,990,,,,0
68,SALG10,1000,,,,0
70,SARG50,1050,,,,0
72,SBRL10,1040,,,,0
2,SARL50,990,,,,0
4,SBLG50,1040,,,,0
6,SALL10,1030,,,,0
8,SBRL10,1020,,,,0
10,SARG50,1070,,,,0
12,SBLG50,1120,,,,0
14,SALL10,1110,,,,0
16,SALG10,1120,,,,0
18,SARL50,1070,,,,0
20,SBLG50,1120,,,,0
22,SBLG50,1170,,,,0
24,SALL10,1160,,,,0
26,SALG10,1170,,,,0
28,SBRL10,1160,,,,0
30,SBRG10,1170,,,,0
32,SARL50,1120,,,,0
34,SBLL50,1070,,,,0
36,SALG10,1080,,,,0
38,SBLG50,1130,,,,0
40,SBRL10,1120,,,,0
42,SARL50,1070,,,,0
44,SBRG10,1080,,,,0
46,SARL50,1030,,,,0
48,SBLG50,1080,,,,0
50,SARL50,1030,,,,0
52,SBRG10,1040,,,,0
54,SBLL50,990,,,,0
56,SBLL50,940,,,,0
58,SALL10,930,,,,0
60,SBLG50,980,,,,0
62,SBRL10,970,,,,0
64,SBRL10,960,,,,0
66,SARL50,910,,,,0
68,SALG10,920,,,,0
70,SARG50,970,,,,0
72,SARG50,1020,,,,0
2,SBLG50,1070,,,,0
4,SALL10,1060,,,,0
6,SBRG10,1070,,,,0
8,SARG50,1120,,,,0
10,SBRG10,1130,,,,0
12,SALG10,1140,,,,0
14,SARG50,1190,,,,0
16,SBRL10,1180,,,,0
18,SBRL10,1170,,,,0
20,SARG50,1220,,,,0
22,SALG10,1230,,,,0
24,SBRL10,1220,,,,0
26,SBLL50,1170,,,,0
28,SARG50,1220,,,,0
30,SBRG10,1230,,,,0
32,SALL10,1220,,,,0
34,SBRL10,1210,,,,0
36,SALL10,1200,,,,0
38,SARG50,1250,,,,0
40,SALG10,1260,,,,0
42,SARL50,1210,,,,0
44,SBLL50,1160,,,,0
46,SBLG50,1210,,,,0
48,SBLL50,1160,,,,0
50,SARL50,1110,,,,0
52,SBRL10,1100,,,,0
54,SBLL50,1050,,,,0
56,SBRG10,1060,,,,0
