trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBRG10,1010,,,,0
4,SBLG50,1060,,,,0
6,SBRG10,1070,,,,0
8,SBLG50,1120,,,,0
10,SALL10,1110,,,,0
12,SALL10,1100,,,,0
14,SBRG10,1110,,,,0
16,SBLG50,1160,,,,0
18,SBRL10,1150,,,,0
20,SALG10,1160,,,,0
22,SBRG10,1170,,,,0
24,SBLG50,1220,,,,0
26,SBRL10,1210,,,,0
28,SBRG10,1220,,,,0
30,SARG50,1270,,,,0
32,SALL10,1260,,,,0
34,SALL10,1250,,,,0
36,SBRL10,1240,,,,0
38,SARG50,1290,,,,0
40,SBLL50,1240,,,,0
42,SALG10,1250,,,,0
44,SBRG10,1260,,,,0
46,SBLG50,1310,,,,0
48,SALG10,1320,,,,0
50,SALG10,1330,,,,0
52,SARG50,1380,,,,0
54,SALL10,1370,,,,0
56,SBRL10,1360,,,,0
58,SALG10,1370,,,,0
60,SALL10,1360,,,,0
62,SALL10,1350,,,,0
64,SALL10,1340,,,,0
66,SALL10,1330,,,,0
68,SALL10,1320,,,,0
70,SBRL10,1310,,,,0
72,SBRL10,1300,,,,0
2,SALG10,1310,,,,0
4,SARG50,1360,,,,0
6,SBRG10,1370,,,,0
8,SARL50,1320,,,,0
10,SARL50,1270,,,,0
12,SBLL50,1220,,,,0
14,SBRL10,1210,,,,0
16,SALL10,1200,,,,0
18,SBRG10,1210,,,,0
20,SBRL10,1200,,,,0
22,SBRG10,1210,,,,0
24,SARG50,1260,,,,0
26,SBRL10,1250,,,,0
28,SBRL10,1240,,,,0
30,SBRL10,1230,,,,0
32,SALL10,1220,,,,0
34,SBRL10,1210,,,,0
36,SBRL10,1200,,,,0
38,SALL10,1190,,,,0
40,SALL10,1180,,,,0
42,SBRG10,1190,,,,0
44,SBRL10,1180,,,,0
46,SALG10,1190,,,,0
48,SBRG10,1200,,,,0
50,SARL50,1150,,,,0
52,SALG10,1160,,,,0
54,SALL10,1150,,,,0
56,SBRG10,1160,,,,0
58,SBRG10,1170,,,,0
60,SARG50,1220,,,,0
62,SALL10,1210,,,,0
64,SALG10,1220,,,,0
66,SBRG10,1230,,,,0
68,SARG50,1280,,,,0
70,SALG10,1290,,,,0
72,SBRL10,1280,,,,0
2,SALG10,1290,,,,0
4,SBLL50,1240,,,,0
6,SBLG50,1290,,,,0
8,SBLL50,1240,,,,0
10,SBLG50,1290,,,,0
12,SBRL10,1280,,,,0
14,SARL50,1230,,,,0
16,SBLG50,1280,,,,0
18,SBRG10,1290,,,,0
20,SBLG50,1340,,,,0
22,SALL10,1330,,,,0
24,SBRG10,1340,,,,0
26,SARL50,1290,,,,0
28,SALL10,1280,,,,0
30,SALG10,1290,,,,0
32,SARG50,1340,,,,0
34,SALL10,1330,,,,0
36,SBRL10,1320,,,,0
38,SALG10,1330,,,,0
40,SBRG10,1340,,,,0
42,SARG50,1390,,,,0
44,SBRL10,1380,,,,0
46,SALG10,1390,,,,0
48,SBRL10,1380,,,,0
50,SALG10,1390,,,,0
52,SARG50,1440,,,,0
54,SBRL10,1430,,,,0
56,SBRL10,1420,,,,0
58,SBRG10,1430,,,,0
60,SALL10,1420,,,,0
62,SALL10,1410,,,,0
64,SALL10,1400,,,,0
66,SBRG10,1410,,,,0
68,SALL10,1400,,,,0
70,SBRL10,1390,,,,0
72,SALG10,1400,,,,0
2,SALG10,1410,,,,0
4,SBLL50,1360,,,,0
6,SARL50,1310,,,,0
8,SBRL10,1300,,,,0
10,SALG10,1310,,,,0
12,SALG10,1320,,,,0
14,SBLG50,1370,,,,0
16,SALG10,1380,,,,0
18,SBRG10,1390,,,,0
20,SBLG50,1440,,,,0
22,SALL10,1430,,,,0
24,SALL10,1420,,,,0
26,SBRG10,1430,,,,0
28,SALG10,1440,,,,0
30,SBRG10,1450,,,,0
32,SBLG50,1500,,,,0
34,SALG10,1510,,,,0
36,SALG10,1520,,,,0
38,SBLL50,1470,,,,0
40,SALG10,1480,,,,0
42,SALL10,1470,,,,0
44,SBRG10,1480,,,,0
46,SALG10,1490,,,,0
48,SBLG50,1540,,,,0
50,SBRG10,1550,,,,0
52,SBRL10,1540,,,,0
54,SALL10,1530,,,,0
56,SALL10,1520,,,,0
58,SBRG10,1530,,,,0
60,SBRL10,1520,,,,0
62,SBRL10,1510,,,,0
64,SALL10,1500,,,,0
66,SBRL10,1490,,,,0
68,SBRL10,1480,,,,0
70,SALL10,1470,,,,0
72,SALL10,1460,,,,0
1,QuestionS,1460,,,５０点が外れたとき，どのように感じましたか？,S1
2,QuestionS,1460,,,５０点が当たったとき，どのように感じましたか？,S7
3,QuestionS,1460,,,１０点が当たったとき，どのように感じましたか？,S5
4,QuestionS,1460,,,１０点が外れたとき，どのように感じましたか？,S5
1,QuestionM,1460,悩んでいる,1抑うつ・不安,,M2
2,QuestionM,1460,自信がない,1抑うつ・不安,,M2
3,QuestionM,1460,驚いた,8驚愕,,M2
4,QuestionM,1460,注意深い,7集中,,M4
5,QuestionM,1460,はっとした,8驚愕,,M3
6,QuestionM,1460,憎らしい,2敵意,,M2
7,QuestionM,1460,のんびりした,5非活動的快,,M2
8,QuestionM,1460,うらんだ,2敵意,,M2
9,QuestionM,1460,気がかりな,1抑うつ・不安,,M3
10,QuestionM,1460,陽気な,4活動的快,,M2
11,QuestionM,1460,びっくりした,8驚愕,,M2
12,QuestionM,1460,びくりとした,8驚愕,,M2
13,QuestionM,1460,敵意のある,2敵意,,M2
14,QuestionM,1460,思慮深い,7集中,,M4
15,QuestionM,1460,いとおしい,6親和,,M2
16,QuestionM,1460,むっとした,2敵意,,M2
17,QuestionM,1460,元気いっぱいの,4活動的快,,M2
18,QuestionM,1460,つまらない,3倦怠,,M2
19,QuestionM,1460,丁重な,7集中,,M3
20,QuestionM,1460,愛らしい,6親和,,M2
21,QuestionM,1460,慎重な,7集中,,M3
22,QuestionM,1460,気力に満ちた,4活動的快,,M3
23,QuestionM,1460,くよくよした,1抑うつ・不安,,M2
24,QuestionM,1460,退屈な,3倦怠,,M2
25,QuestionM,1460,疲れた,3倦怠,,M2
26,QuestionM,1460,おっとりした,5非活動的快,,M2
27,QuestionM,1460,だるい,3倦怠,,M2
28,QuestionM,1460,動揺した,8驚愕,,M2
29,QuestionM,1460,恋しい,6親和,,M2
30,QuestionM,1460,すてきな,6親和,,M3
31,QuestionM,1460,無気力な,3倦怠,,M2
32,QuestionM,1460,攻撃的な,2敵意,,M2
33,QuestionM,1460,のどかな,5非活動的快,,M2
34,QuestionM,1460,ていねいな,7集中,,M3
35,QuestionM,1460,好きな,6親和,,M3
36,QuestionM,1460,活気のある,4活動的快,,M3
37,QuestionM,1460,はつらつとした,4活動的快,,M2
38,QuestionM,1460,ゆっくりした,5非活動的快,,M2
39,QuestionM,1460,のんきな,5非活動的快,,M2
40,QuestionM,1460,不安な,1抑うつ・不安,,M2
