trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBRG10,1010,,,,0
4,SBRG10,1020,,,,0
6,SBLG50,1070,,,,0
8,SBLG50,1120,,,,0
10,SBLG50,1170,,,,0
12,SARL50,1120,,,,0
14,SALL10,1110,,,,0
16,SALL10,1100,,,,0
18,SARL50,1050,,,,0
20,SARL50,1000,,,,0
22,SARG50,1050,,,,0
24,SALL10,1040,,,,0
26,SBLL50,990,,,,0
28,SARG50,1040,,,,0
30,SBLG50,1090,,,,0
32,SARG50,1140,,,,0
34,SBRL10,1130,,,,0
36,SBRL10,1120,,,,0
38,SARG50,1170,,,,0
40,SARG50,1220,,,,0
42,SALG10,1230,,,,0
44,SBLL50,1180,,,,0
46,SALG10,1190,,,,0
48,SBLG50,1240,,,,0
50,SARG50,1290,,,,0
52,SBRG10,1300,,,,0
54,SBRG10,1310,,,,0
56,SBRL10,1300,,,,0
58,SARL50,1250,,,,0
60,SBLL50,1200,,,,0
62,SARG50,1250,,,,0
64,SBRG10,1260,,,,0
66,SBRL10,1250,,,,0
68,SARL50,1200,,,,0
70,SALL10,1190,,,,0
72,SBLL50,1140,,,,0
2,SARG50,1190,,,,0
4,SARL50,1140,,,,0
6,SBRG10,1150,,,,0
8,SALG10,1160,,,,0
10,SBRL10,1150,,,,0
12,SARG50,1200,,,,0
14,SBLL50,1150,,,,0
16,SARL50,1100,,,,0
18,SBLG50,1150,,,,0
20,SALL10,1140,,,,0
22,SBLL50,1090,,,,0
24,SBLG50,1140,,,,0
26,SARL50,1090,,,,0
28,SBRL10,1080,,,,0
30,SARL50,1030,,,,0
32,SARL50,980,,,,0
34,SARL50,930,,,,0
36,SBLL50,880,,,,0
38,SBRL10,870,,,,0
40,SBRL10,860,,,,0
42,SARL50,810,,,,0
44,SARG50,860,,,,0
46,SALG10,870,,,,0
48,SBRL10,860,,,,0
50,SBLG50,910,,,,0
52,SBRG10,920,,,,0
54,SBRL10,910,,,,0
56,SBLL50,860,,,,0
58,SBLG50,910,,,,0
60,SALG10,920,,,,0
62,SALG10,930,,,,0
64,SBLL50,880,,,,0
66,SARG50,930,,,,0
68,SALG10,940,,,,0
70,SBLG50,990,,,,0
72,SALG10,1000,,,,0
2,SBLL50,950,,,,0
4,SARG50,1000,,,,0
6,SARL50,950,,,,0
8,SARG50,1000,,,,0
10,SALG10,1010,,,,0
12,SBLL50,960,,,,0
14,SBLG50,1010,,,,0
16,SBLL50,960,,,,0
18,SBRL10,950,,,,0
20,SARG50,1000,,,,0
22,SARG50,1050,,,,0
24,SBLG50,1100,,,,0
26,SBLL50,1050,,,,0
28,SBRG10,1060,,,,0
30,SARG50,1110,,,,0
32,SBRG10,1120,,,,0
34,SARL50,1070,,,,0
36,SARG50,1120,,,,0
38,SBRL10,1110,,,,0
40,SBLG50,1160,,,,0
42,SALG10,1170,,,,0
44,SBLG50,1220,,,,0
46,SARG50,1270,,,,0
48,SARG50,1320,,,,0
50,SBLL50,1270,,,,0
52,SBRL10,1260,,,,0
54,SARG50,1310,,,,0
56,SARL50,1260,,,,0
58,SARG50,1310,,,,0
60,SARG50,1360,,,,0
62,SBRL10,1350,,,,0
64,SBLL50,1300,,,,0
66,SARL50,1250,,,,0
68,SARL50,1200,,,,0
70,SBRL10,1190,,,,0
72,SBLL50,1140,,,,0
2,SBLG50,1190,,,,0
4,SALG10,1200,,,,0
6,SALL10,1190,,,,0
8,SBLG50,1240,,,,0
10,SALL10,1230,,,,0
12,SBLL50,1180,,,,0
14,SARG50,1230,,,,0
16,SARG50,1280,,,,0
18,SBLG50,1330,,,,0
20,SBRG10,1340,,,,0
22,SBRG10,1350,,,,0
24,SBLG50,1400,,,,0
26,SALL10,1390,,,,0
28,SARL50,1340,,,,0
30,SARG50,1390,,,,0
32,SALG10,1400,,,,0
34,SARG50,1450,,,,0
36,SBLL50,1400,,,,0
38,SARL50,1350,,,,0
40,SBLG50,1400,,,,0
42,SARG50,1450,,,,0
44,SBRL10,1440,,,,0
46,SBRG10,1450,,,,0
48,SBRG10,1460,,,,0
50,SBLG50,1510,,,,0
52,SBLL50,1460,,,,0
54,SARL50,1410,,,,0
56,SBRG10,1420,,,,0
58,SALG10,1430,,,,0
60,SARL50,1380,,,,0
62,SBRL10,1370,,,,0
64,SBRL10,1360,,,,0
66,SARL50,1310,,,,0
68,SBLL50,1260,,,,0
70,SARL50,1210,,,,0
72,SALL10,1200,,,,0
1,QuestionS,1200,,,５０点が当たったとき，どのように感じましたか？,S6
2,QuestionS,1200,,,１０点が当たったとき，どのように感じましたか？,S4
3,QuestionS,1200,,,１０点が外れたとき，どのように感じましたか？,S4
4,QuestionS,1200,,,５０点が外れたとき，どのように感じましたか？,S3
1,QuestionM,1200,丁重な,7集中,,M2
2,QuestionM,1200,憎らしい,2敵意,,M1
3,QuestionM,1200,活気のある,4活動的快,,M2
4,QuestionM,1200,つまらない,3倦怠,,M3
5,QuestionM,1200,慎重な,7集中,,M2
6,QuestionM,1200,すてきな,6親和,,M2
7,QuestionM,1200,むっとした,2敵意,,M2
8,QuestionM,1200,気がかりな,1抑うつ・不安,,M2
9,QuestionM,1200,思慮深い,7集中,,M2
10,QuestionM,1200,悩んでいる,1抑うつ・不安,,M1
11,QuestionM,1200,うらんだ,2敵意,,M2
12,QuestionM,1200,動揺した,8驚愕,,M2
13,QuestionM,1200,不安な,1抑うつ・不安,,M1
14,QuestionM,1200,敵意のある,2敵意,,M1
15,QuestionM,1200,はつらつとした,4活動的快,,M1
16,QuestionM,1200,疲れた,3倦怠,,M3
17,QuestionM,1200,元気いっぱいの,4活動的快,,M3
18,QuestionM,1200,だるい,3倦怠,,M3
19,QuestionM,1200,ゆっくりした,5非活動的快,,M3
20,QuestionM,1200,びっくりした,8驚愕,,M1
