trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBLL50,950,,,,0
4,SALL10,940,,,,0
6,SBLL50,890,,,,0
8,SARL50,840,,,,0
10,SALG10,850,,,,0
12,SBLL50,800,,,,0
14,SARL50,750,,,,0
16,SALG10,760,,,,0
18,SALL10,750,,,,0
20,SBRG10,760,,,,0
22,SALG10,770,,,,0
24,SBLL50,720,,,,0
26,SBLG50,770,,,,0
28,SALL10,760,,,,0
30,SBLL50,710,,,,0
32,SARL50,660,,,,0
34,SARL50,610,,,,0
36,SBLG50,660,,,,0
38,SBLL50,610,,,,0
40,SBLG50,660,,,,0
42,SBLG50,710,,,,0
44,SBLL50,660,,,,0
46,SALG10,670,,,,0
48,SALG10,680,,,,0
50,SARG50,730,,,,0
52,SARG50,780,,,,0
54,SBRL10,770,,,,0
56,SARG50,820,,,,0
58,SBLG50,870,,,,0
60,SBRL10,860,,,,0
62,SARG50,910,,,,0
64,SARG50,960,,,,0
66,SBRL10,950,,,,0
68,SBLG50,1000,,,,0
70,SBLG50,1050,,,,0
72,SALG10,1060,,,,0
2,SBLG50,1110,,,,0
4,SALL10,1100,,,,0
6,SARL50,1050,,,,0
8,SBLG50,1100,,,,0
10,SARL50,1050,,,,0
12,SBLL50,1000,,,,0
14,SALG10,1010,,,,0
16,SALL10,1000,,,,0
18,SBLL50,950,,,,0
20,SBLL50,900,,,,0
22,SBRL10,890,,,,0
24,SALG10,900,,,,0
26,SALG10,910,,,,0
28,SARL50,860,,,,0
30,SALL10,850,,,,0
32,SBRL10,840,,,,0
34,SBLL50,790,,,,0
36,SALG10,800,,,,0
38,SARL50,750,,,,0
40,SBRG10,760,,,,0
42,SBLL50,710,,,,0
44,SBLL50,660,,,,0
46,SARG50,710,,,,0
48,SALG10,720,,,,0
50,SBLG50,770,,,,0
52,SBLL50,720,,,,0
54,SBLL50,670,,,,0
56,SBLG50,720,,,,0
58,SBRG10,730,,,,0
60,SALL10,720,,,,0
62,SALG10,730,,,,0
64,SBLG50,780,,,,0
66,SBRG10,790,,,,0
68,SALG10,800,,,,0
70,SARL50,750,,,,0
72,SALG10,760,,,,0
2,SARG50,810,,,,0
4,SARG50,860,,,,0
6,SARG50,910,,,,0
8,SALG10,920,,,,0
10,SBLG50,970,,,,0
12,SBRG10,980,,,,0
14,SALG10,990,,,,0
16,SARG50,1040,,,,0
18,SALG10,1050,,,,0
20,SALL10,1040,,,,0
22,SARL50,990,,,,0
24,SBRL10,980,,,,0
26,SBRG10,990,,,,0
28,SALL10,980,,,,0
30,SBRL10,970,,,,0
32,SBRL10,960,,,,0
34,SARL50,910,,,,0
36,SBLL50,860,,,,0
38,SARG50,910,,,,0
40,SBLL50,860,,,,0
42,SBLL50,810,,,,0
44,SBRL10,800,,,,0
46,SALG10,810,,,,0
48,SARG50,860,,,,0
50,SBLL50,810,,,,0
52,SARG50,860,,,,0
54,SBLL50,810,,,,0
56,SBRL10,800,,,,0
58,SBLG50,850,,,,0
60,SBRG10,860,,,,0
62,SARL50,810,,,,0
64,SBRL10,800,,,,0
66,SBLL50,750,,,,0
68,SARG50,800,,,,0
70,SARG50,850,,,,0
72,SBLG50,900,,,,0
2,SARG50,950,,,,0
4,SARG50,1000,,,,0
6,SARL50,950,,,,0
8,SALL10,940,,,,0
10,SBRG10,950,,,,0
12,SARG50,1000,,,,0
14,SBLG50,1050,,,,0
16,SARL50,1000,,,,0
18,SBLL50,950,,,,0
20,SALG10,960,,,,0
22,SARG50,1010,,,,0
24,SBLG50,1060,,,,0
26,SBRL10,1050,,,,0
28,SBLG50,1100,,,,0
30,SALL10,1090,,,,0
32,SARL50,1040,,,,0
34,SALG10,1050,,,,0
36,SARG50,1100,,,,0
38,SARG50,1150,,,,0
40,SBLL50,1100,,,,0
42,SBRG10,1110,,,,0
44,SBLL50,1060,,,,0
46,SBLL50,1010,,,,0
