trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARG50,1050,,,,0
4,SBRG10,1060,,,,0
6,SALG10,1070,,,,0
8,SBRG10,1080,,,,0
10,SARL50,1030,,,,0
12,SBRG10,1040,,,,0
14,SALG10,1050,,,,0
16,SBRL10,1040,,,,0
18,SBRL10,1030,,,,0
20,SARG50,1080,,,,0
22,SALL10,1070,,,,0
24,SBRL10,1060,,,,0
26,SALL10,1050,,,,0
28,SBRL10,1040,,,,0
30,SALG10,1050,,,,0
32,SALG10,1060,,,,0
34,SALL10,1050,,,,0
36,SARG50,1100,,,,0
38,SBRG10,1110,,,,0
40,SBRL10,1100,,,,0
42,SALG10,1110,,,,0
44,SBRL10,1100,,,,0
46,SBRL10,1090,,,,0
48,SARG50,1140,,,,0
50,SBRL10,1130,,,,0
52,SBRG10,1140,,,,0
54,SARL50,1090,,,,0
56,SBRL10,1080,,,,0
58,SALL10,1070,,,,0
60,SARG50,1120,,,,0
62,SBRG10,1130,,,,0
64,SBRL10,1120,,,,0
66,SBRG10,1130,,,,0
68,SARG50,1180,,,,0
70,SBRG10,1190,,,,0
72,SALL10,1180,,,,0
2,SBRL10,1170,,,,0
4,SALG10,1180,,,,0
6,SALG10,1190,,,,0
8,SALL10,1180,,,,0
10,SALL10,1170,,,,0
12,SARL50,1120,,,,0
14,SBRG10,1130,,,,0
16,SBRG10,1140,,,,0
18,SBRG10,1150,,,,0
20,SBRL10,1140,,,,0
22,SBLG50,1190,,,,0
24,SBRL10,1180,,,,0
26,SARL50,1130,,,,0
28,SALG10,1140,,,,0
30,SALL10,1130,,,,0
32,SBRL10,1120,,,,0
34,SARL50,1070,,,,0
36,SALG10,1080,,,,0
38,SBRL10,1070,,,,0
40,SBRG10,1080,,,,0
42,SBRG10,1090,,,,0
44,SBLL50,1040,,,,0
46,SBLL50,990,,,,0
48,SALL10,980,,,,0
50,SALL10,970,,,,0
52,SARL50,920,,,,0
54,SALG10,930,,,,0
56,SALG10,940,,,,0
58,SBRG10,950,,,,0
60,SBRL10,940,,,,0
62,SBLG50,990,,,,0
64,SARG50,1040,,,,0
66,SBRG10,1050,,,,0
68,SALL10,1040,,,,0
70,SBLL50,990,,,,0
72,SALG10,1000,,,,0
2,SARL50,950,,,,0
4,SALG10,960,,,,0
6,SBRG10,970,,,,0
8,SBRL10,960,,,,0
10,SARG50,1010,,,,0
12,SALL10,1000,,,,0
14,SBRG10,1010,,,,0
16,SBRL10,1000,,,,0
18,SBLL50,950,,,,0
20,SALG10,960,,,,0
22,SBRL10,950,,,,0
24,SARG50,1000,,,,0
26,SBRG10,1010,,,,0
28,SALL10,1000,,,,0
30,SBRG10,1010,,,,0
32,SARG50,1060,,,,0
34,SBRG10,1070,,,,0
36,SARG50,1120,,,,0
38,SALG10,1130,,,,0
40,SALL10,1120,,,,0
42,SBRL10,1110,,,,0
44,SALL10,1100,,,,0
46,SARL50,1050,,,,0
48,SBRG10,1060,,,,0
50,SBRL10,1050,,,,0
52,SARG50,1100,,,,0
54,SBRG10,1110,,,,0
56,SBRG10,1120,,,,0
58,SBRL10,1110,,,,0
60,SARL50,1060,,,,0
62,SALG10,1070,,,,0
64,SALL10,1060,,,,0
66,SBRL10,1050,,,,0
68,SBRG10,1060,,,,0
70,SBRL10,1050,,,,0
72,SARL50,1000,,,,0
2,SARG50,1050,,,,0
4,SBRG10,1060,,,,0
6,SALL10,1050,,,,0
8,SBRG10,1060,,,,0
10,SBRL10,1050,,,,0
12,SBRL10,1040,,,,0
14,SARG50,1090,,,,0
16,SALL10,1080,,,,0
18,SBRL10,1070,,,,0
20,SALL10,1060,,,,0
22,SARG50,1110,,,,0
24,SBRG10,1120,,,,0
26,SALG10,1130,,,,0
28,SBRG10,1140,,,,0
30,SALG10,1150,,,,0
32,SBRL10,1140,,,,0
34,SBRG10,1150,,,,0
36,SALG10,1160,,,,0
38,SBRG10,1170,,,,0
40,SBRG10,1180,,,,0
42,SBRG10,1190,,,,0
44,SALG10,1200,,,,0
46,SBRL10,1190,,,,0
48,SBLG50,1240,,,,0
50,SALL10,1230,,,,0
52,SALL10,1220,,,,0
54,SARL50,1170,,,,0
56,SALG10,1180,,,,0
58,SBRG10,1190,,,,0
60,SBRG10,1200,,,,0
62,SBRL10,1190,,,,0
64,SALL10,1180,,,,0
66,SARL50,1130,,,,0
68,SBRL10,1120,,,,0
70,SALL10,1110,,,,0
72,SALL10,1100,,,,0
1,QuestionS,1100,,,５０点が当たったとき，どのように感じましたか？,S3
2,QuestionS,1100,,,１０点が外れたとき，どのように感じましたか？,S3
3,QuestionS,1100,,,５０点が外れたとき，どのように感じましたか？,S1
4,QuestionS,1100,,,１０点が当たったとき，どのように感じましたか？,S5
1,QuestionM,1100,だるい,3倦怠,,M2
2,QuestionM,1100,うらんだ,2敵意,,M2
3,QuestionM,1100,無気力な,3倦怠,,M2
4,QuestionM,1100,慎重な,7集中,,M3
5,QuestionM,1100,注意深い,7集中,,M3
6,QuestionM,1100,のどかな,5非活動的快,,M2
7,QuestionM,1100,はっとした,8驚愕,,M3
8,QuestionM,1100,おっとりした,5非活動的快,,M1
9,QuestionM,1100,気がかりな,1抑うつ・不安,,M2
10,QuestionM,1100,悩んでいる,1抑うつ・不安,,M3
11,QuestionM,1100,すてきな,6親和,,M2
12,QuestionM,1100,くよくよした,1抑うつ・不安,,M2
13,QuestionM,1100,びくりとした,8驚愕,,M2
14,QuestionM,1100,疲れた,3倦怠,,M2
15,QuestionM,1100,気力に満ちた,4活動的快,,M2
16,QuestionM,1100,のんびりした,5非活動的快,,M2
17,QuestionM,1100,動揺した,8驚愕,,M2
