trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBLG50,1050,,,,0
4,SBLG50,1100,,,,0
6,SBRL10,1090,,,,0
8,SALL10,1080,,,,0
10,SBRG10,1090,,,,0
12,SALG10,1100,,,,0
14,SARL50,1050,,,,0
16,SBRG10,1060,,,,0
18,SALG10,1070,,,,0
20,SBRG10,1080,,,,0
22,SALG10,1090,,,,0
24,SALL10,1080,,,,0
26,SBLL50,1030,,,,0
28,SBLL50,980,,,,0
30,SBRG10,990,,,,0
32,SALL10,980,,,,0
34,SBLG50,1030,,,,0
36,SALL10,1020,,,,0
38,SBLL50,970,,,,0
40,SALL10,960,,,,0
42,SARG50,1010,,,,0
44,SBLG50,1060,,,,0
46,SALL10,1050,,,,0
48,SALL10,1040,,,,0
50,SBRL10,1030,,,,0
52,SBRL10,1020,,,,0
54,SALL10,1010,,,,0
56,SBRG10,1020,,,,0
58,SARL50,970,,,,0
60,SBLG50,1020,,,,0
62,SALL10,1010,,,,0
64,SARG50,1060,,,,0
66,SBLG50,1110,,,,0
68,SARG50,1160,,,,0
70,SBRG10,1170,,,,0
72,SALL10,1160,,,,0
2,SALL10,1150,,,,0
4,SARL50,1100,,,,0
6,SALL10,1090,,,,0
8,SBLG50,1140,,,,0
10,SARG50,1190,,,,0
12,SBRL10,1180,,,,0
14,SBRG10,1190,,,,0
16,SALG10,1200,,,,0
18,SALG10,1210,,,,0
20,SBRL10,1200,,,,0
22,SARL50,1150,,,,0
24,SBRL10,1140,,,,0
26,SBRL10,1130,,,,0
28,SBLG50,1180,,,,0
30,SALG10,1190,,,,0
32,SALG10,1200,,,,0
34,SALG10,1210,,,,0
36,SALL10,1200,,,,0
38,SBLL50,1150,,,,0
40,SALG10,1160,,,,0
42,SBRL10,1150,,,,0
44,SBLL50,1100,,,,0
46,SBRL10,1090,,,,0
48,SBLG50,1140,,,,0
50,SBLG50,1190,,,,0
52,SALL10,1180,,,,0
54,SBRG10,1190,,,,0
56,SBRG10,1200,,,,0
58,SBRL10,1190,,,,0
60,SARG50,1240,,,,0
62,SALL10,1230,,,,0
64,SALL10,1220,,,,0
66,SARG50,1270,,,,0
68,SBRL10,1260,,,,0
70,SBRL10,1250,,,,0
72,SALG10,1260,,,,0
2,SARG50,1310,,,,0
4,SBRG10,1320,,,,0
6,SALG10,1330,,,,0
8,SBRG10,1340,,,,0
10,SBRL10,1330,,,,0
12,SBLG50,1380,,,,0
14,SALL10,1370,,,,0
16,SALG10,1380,,,,0
18,SALL10,1370,,,,0
20,SALL10,1360,,,,0
22,SARG50,1410,,,,0
24,SBRG10,1420,,,,0
26,SBRL10,1410,,,,0
28,SBRL10,1400,,,,0
30,SBLL50,1350,,,,0
32,SBRL10,1340,,,,0
34,SARL50,1290,,,,0
36,SBLL50,1240,,,,0
38,SBRL10,1230,,,,0
40,SBLG50,1280,,,,0
42,SARL50,1230,,,,0
44,SALL10,1220,,,,0
46,SARL50,1170,,,,0
48,SBRL10,1160,,,,0
50,SBRG10,1170,,,,0
52,SALG10,1180,,,,0
54,SBRL10,1170,,,,0
56,SBLL50,1120,,,,0
58,SALG10,1130,,,,0
60,SALG10,1140,,,,0
62,SALG10,1150,,,,0
64,SBRG10,1160,,,,0
66,SALL10,1150,,,,0
68,SARL50,1100,,,,0
70,SALG10,1110,,,,0
72,SBRG10,1120,,,,0
2,SBLG50,1170,,,,0
4,SALG10,1180,,,,0
6,SALL10,1170,,,,0
8,SARL50,1120,,,,0
10,SBRL10,1110,,,,0
12,SALG10,1120,,,,0
14,SALG10,1130,,,,0
16,SALG10,1140,,,,0
18,SBLL50,1090,,,,0
20,SBRL10,1080,,,,0
22,SBLL50,1030,,,,0
24,SALL10,1020,,,,0
26,SALG10,1030,,,,0
28,SBRG10,1040,,,,0
30,SBRL10,1030,,,,0
32,SBLG50,1080,,,,0
34,SARL50,1030,,,,0
36,SALL10,1020,,,,0
38,SARG50,1070,,,,0
40,SBRG10,1080,,,,0
42,SALG10,1090,,,,0
44,SALG10,1100,,,,0
46,SALL10,1090,,,,0
48,SBLG50,1140,,,,0
50,SALG10,1150,,,,0
52,SBRL10,1140,,,,0
54,SBRL10,1130,,,,0
56,SBLG50,1180,,,,0
58,SALL10,1170,,,,0
60,SALL10,1160,,,,0
62,SARG50,1210,,,,0
64,SBRG10,1220,,,,0
66,SBRL10,1210,,,,0
68,SBRL10,1200,,,,0
70,SBLG50,1250,,,,0
72,SBRL10,1240,,,,0
1,QuestionS,1240,,,５０点が外れたとき，どのように感じましたか？,S2
2,QuestionS,1240,,,５０点が当たったとき，どのように感じましたか？,S6
3,QuestionS,1240,,,１０点が外れたとき，どのように感じましたか？,S3
4,QuestionS,1240,,,１０点が当たったとき，どのように感じましたか？,S6
1,QuestionM,1240,攻撃的な,2敵意,,M1
2,QuestionM,1240,のんきな,5非活動的快,,M1
3,QuestionM,1240,ゆっくりした,5非活動的快,,M1
4,QuestionM,1240,びっくりした,8驚愕,,M1
5,QuestionM,1240,すてきな,6親和,,M1
6,QuestionM,1240,むっとした,2敵意,,M1
7,QuestionM,1240,つまらない,3倦怠,,M1
8,QuestionM,1240,くよくよした,1抑うつ・不安,,M1
9,QuestionM,1240,はっとした,8驚愕,,M1
10,QuestionM,1240,不安な,1抑うつ・不安,,M1
11,QuestionM,1240,丁重な,7集中,,M1
12,QuestionM,1240,のどかな,5非活動的快,,M1
13,QuestionM,1240,陽気な,4活動的快,,M1
14,QuestionM,1240,だるい,3倦怠,,M1
15,QuestionM,1240,無気力な,3倦怠,,M1
16,QuestionM,1240,気がかりな,1抑うつ・不安,,M1
17,QuestionM,1240,活気のある,4活動的快,,M1
18,QuestionM,1240,注意深い,7集中,,M2
19,QuestionM,1240,いとおしい,6親和,,M1
20,QuestionM,1240,おっとりした,5非活動的快,,M1
21,QuestionM,1240,憎らしい,2敵意,,M1
22,QuestionM,1240,思慮深い,7集中,,M1
23,QuestionM,1240,慎重な,7集中,,M1
24,QuestionM,1240,退屈な,3倦怠,,M1
25,QuestionM,1240,元気いっぱいの,4活動的快,,M1
26,QuestionM,1240,のんびりした,5非活動的快,,M1
27,QuestionM,1240,うらんだ,2敵意,,M1
28,QuestionM,1240,動揺した,8驚愕,,M1
29,QuestionM,1240,驚いた,8驚愕,,M1
30,QuestionM,1240,ていねいな,7集中,,M1
31,QuestionM,1240,好きな,6親和,,M1
32,QuestionM,1240,敵意のある,2敵意,,M1
33,QuestionM,1240,恋しい,6親和,,M1
34,QuestionM,1240,気力に満ちた,4活動的快,,M1
35,QuestionM,1240,自信がない,1抑うつ・不安,,M3
36,QuestionM,1240,悩んでいる,1抑うつ・不安,,M1
37,QuestionM,1240,疲れた,3倦怠,,M2
38,QuestionM,1240,びくりとした,8驚愕,,M1
39,QuestionM,1240,はつらつとした,4活動的快,,M1
40,QuestionM,1240,愛らしい,6親和,,M1
