trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBRL10,990,,,,0
4,SALG10,1000,,,,0
6,SBRL10,990,,,,0
8,SALG10,1000,,,,0
10,SALG10,1010,,,,0
12,SBRL10,1000,,,,0
14,SBLL50,950,,,,0
16,SBLL50,900,,,,0
18,SBRG10,910,,,,0
20,SBRG10,920,,,,0
22,SBRL10,910,,,,0
24,SALG10,920,,,,0
26,SBRL10,910,,,,0
28,SBRL10,900,,,,0
30,SALG10,910,,,,0
32,SBRG10,920,,,,0
34,SALG10,930,,,,0
36,SALG10,940,,,,0
38,SALL10,930,,,,0
40,SALG10,940,,,,0
42,SALL10,930,,,,0
44,SBRG10,940,,,,0
46,SALL10,930,,,,0
48,SBRG10,940,,,,0
50,SALG10,950,,,,0
52,SBRL10,940,,,,0
54,SBRG10,950,,,,0
56,SALG10,960,,,,0
58,SALL10,950,,,,0
60,SALG10,960,,,,0
62,SBRG10,970,,,,0
64,SBRL10,960,,,,0
66,SALG10,970,,,,0
68,SALL10,960,,,,0
70,SALL10,950,,,,0
72,SBRL10,940,,,,0
2,SARL50,890,,,,0
4,SBLL50,840,,,,0
6,SBRG10,850,,,,0
8,SALG10,860,,,,0
10,SBRG10,870,,,,0
12,SBRG10,880,,,,0
14,SALG10,890,,,,0
16,SBRG10,900,,,,0
18,SALL10,890,,,,0
20,SALL10,880,,,,0
22,SALL10,870,,,,0
24,SBRL10,860,,,,0
26,SBRL10,850,,,,0
28,SBRL10,840,,,,0
30,SBRG10,850,,,,0
32,SALL10,840,,,,0
34,SBRG10,850,,,,0
36,SALL10,840,,,,0
38,SBRG10,850,,,,0
40,SBRG10,860,,,,0
42,SARL50,810,,,,0
44,SARG50,860,,,,0
46,SALG10,870,,,,0
48,SALG10,880,,,,0
50,SBRG10,890,,,,0
52,SBRG10,900,,,,0
54,SALG10,910,,,,0
56,SBRG10,920,,,,0
58,SBRG10,930,,,,0
60,SALL10,920,,,,0
62,SALL10,910,,,,0
64,SALL10,900,,,,0
66,SARG50,950,,,,0
68,SALL10,940,,,,0
70,SBRL10,930,,,,0
72,SBRL10,920,,,,0
2,SBRG10,930,,,,0
4,SALG10,940,,,,0
6,SALG10,950,,,,0
8,SALL10,940,,,,0
10,SALG10,950,,,,0
12,SBRG10,960,,,,0
14,SBRG10,970,,,,0
16,SBRL10,960,,,,0
18,SALG10,970,,,,0
20,SBRL10,960,,,,0
22,SALG10,970,,,,0
24,SBRL10,960,,,,0
26,SBRL10,950,,,,0
28,SBRG10,960,,,,0
30,SBRL10,950,,,,0
32,SBRG10,960,,,,0
34,SALL10,950,,,,0
36,SARG50,1000,,,,0
38,SALL10,990,,,,0
40,SBRG10,1000,,,,0
42,SALG10,1010,,,,0
44,SBRG10,1020,,,,0
46,SARG50,1070,,,,0
48,SALG10,1080,,,,0
50,SALG10,1090,,,,0
52,SBRG10,1100,,,,0
54,SALL10,1090,,,,0
56,SBRG10,1100,,,,0
58,SBRL10,1090,,,,0
60,SALL10,1080,,,,0
62,SBRL10,1070,,,,0
64,SALL10,1060,,,,0
66,SALL10,1050,,,,0
68,SBRL10,1040,,,,0
70,SALL10,1030,,,,0
72,SBRL10,1020,,,,0
2,SALG10,1030,,,,0
4,SALG10,1040,,,,0
6,SBRG10,1050,,,,0
8,SBRG10,1060,,,,0
10,SARG50,1110,,,,0
12,SARL50,1060,,,,0
14,SALL10,1050,,,,0
16,SBLL50,1000,,,,0
18,SBRL10,990,,,,0
20,SALL10,980,,,,0
22,SALG10,990,,,,0
24,SALG10,1000,,,,0
26,SALL10,990,,,,0
28,SALL10,980,,,,0
30,SBLG50,1030,,,,0
32,SBRG10,1040,,,,0
34,SBRG10,1050,,,,0
36,SBRG10,1060,,,,0
38,SALG10,1070,,,,0
40,SBRL10,1060,,,,0
42,SALL10,1050,,,,0
44,SALG10,1060,,,,0
46,SALL10,1050,,,,0
48,SBRL10,1040,,,,0
50,SALG10,1050,,,,0
52,SBRG10,1060,,,,0
54,SBLL50,1010,,,,0
56,SBRL10,1000,,,,0
58,SBRL10,990,,,,0
60,SBRG10,1000,,,,0
62,SALL10,990,,,,0
64,SBRG10,1000,,,,0
66,SALG10,1010,,,,0
68,SBRL10,1000,,,,0
70,SALL10,990,,,,0
72,SBRG10,1000,,,,0
1,QuestionS,1000,,,５０点が外れたとき，どのように感じましたか？,S2
2,QuestionS,1000,,,１０点が外れたとき，どのように感じましたか？,S4
3,QuestionS,1000,,,５０点が当たったとき，どのように感じましたか？,S7
4,QuestionS,1000,,,１０点が当たったとき，どのように感じましたか？,S5
1,QuestionM,1000,むっとした,2敵意,,M2
2,QuestionM,1000,だるい,3倦怠,,M3
3,QuestionM,1000,丁重な,7集中,,M2
4,QuestionM,1000,不安な,1抑うつ・不安,,M2
5,QuestionM,1000,ゆっくりした,5非活動的快,,M3
6,QuestionM,1000,注意深い,7集中,,M1
7,QuestionM,1000,憎らしい,2敵意,,M1
8,QuestionM,1000,びっくりした,8驚愕,,M1
9,QuestionM,1000,無気力な,3倦怠,,M1
10,QuestionM,1000,いとおしい,6親和,,M2
11,QuestionM,1000,悩んでいる,1抑うつ・不安,,M2
12,QuestionM,1000,うらんだ,2敵意,,M1
13,QuestionM,1000,活気のある,4活動的快,,M2
14,QuestionM,1000,のんきな,5非活動的快,,M3
15,QuestionM,1000,はつらつとした,4活動的快,,M1
16,QuestionM,1000,はっとした,8驚愕,,M1
17,QuestionM,1000,おっとりした,5非活動的快,,M3
18,QuestionM,1000,のんびりした,5非活動的快,,M4
19,QuestionM,1000,自信がない,1抑うつ・不安,,M2
20,QuestionM,1000,びくりとした,8驚愕,,M1
21,QuestionM,1000,のどかな,5非活動的快,,M3
22,QuestionM,1000,動揺した,8驚愕,,M1
23,QuestionM,1000,ていねいな,7集中,,M2
24,QuestionM,1000,思慮深い,7集中,,M1
25,QuestionM,1000,つまらない,3倦怠,,M2
26,QuestionM,1000,敵意のある,2敵意,,M1
27,QuestionM,1000,驚いた,8驚愕,,M1
28,QuestionM,1000,慎重な,7集中,,M3
29,QuestionM,1000,恋しい,6親和,,M1
30,QuestionM,1000,攻撃的な,2敵意,,M2
31,QuestionM,1000,くよくよした,1抑うつ・不安,,M1
32,QuestionM,1000,好きな,6親和,,M2
33,QuestionM,1000,気力に満ちた,4活動的快,,M1
34,QuestionM,1000,陽気な,4活動的快,,M2
35,QuestionM,1000,気がかりな,1抑うつ・不安,,M2
36,QuestionM,1000,疲れた,3倦怠,,M4
37,QuestionM,1000,愛らしい,6親和,,M1
38,QuestionM,1000,元気いっぱいの,4活動的快,,M1
39,QuestionM,1000,退屈な,3倦怠,,M3
40,QuestionM,1000,すてきな,6親和,,M2
