trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBLL50,950,,,,0
4,SBLL50,900,,,,0
6,SARL50,850,,,,0
8,SARL50,800,,,,0
10,SBRG10,810,,,,0
12,SBRG10,820,,,,0
14,SBRG10,830,,,,0
16,SALL10,820,,,,0
18,SBLG50,870,,,,0
20,SALL10,860,,,,0
22,SARL50,810,,,,0
24,SBLL50,760,,,,0
26,SBLL50,710,,,,0
28,SBLG50,760,,,,0
30,SARG50,810,,,,0
32,SBLL50,760,,,,0
34,SALG10,770,,,,0
36,SBRL10,760,,,,0
38,SBLL50,710,,,,0
40,SARG50,760,,,,0
42,SBLL50,710,,,,0
44,SARG50,760,,,,0
46,SALL10,750,,,,0
48,SARL50,700,,,,0
50,SARG50,750,,,,0
52,SBRL10,740,,,,0
54,SBRG10,750,,,,0
56,SARL50,700,,,,0
58,SBLG50,750,,,,0
60,SBLG50,800,,,,0
62,SARL50,750,,,,0
64,SARG50,800,,,,0
66,SALG10,810,,,,0
68,SBLG50,860,,,,0
70,SARL50,810,,,,0
72,SARG50,860,,,,0
2,SARL50,810,,,,0
4,SALG10,820,,,,0
6,SBLG50,870,,,,0
8,SALG10,880,,,,0
10,SARG50,930,,,,0
12,SBLL50,880,,,,0
14,SBLL50,830,,,,0
16,SARG50,880,,,,0
18,SBLL50,830,,,,0
20,SBLL50,780,,,,0
22,SARL50,730,,,,0
24,SBLG50,780,,,,0
26,SBLL50,730,,,,0
28,SARG50,780,,,,0
30,SBRL10,770,,,,0
32,SARG50,820,,,,0
34,SBLL50,770,,,,0
36,SBRG10,780,,,,0
38,SBLL50,730,,,,0
40,SARL50,680,,,,0
42,SBLL50,630,,,,0
44,SARL50,580,,,,0
46,SBLG50,630,,,,0
48,SARL50,580,,,,0
50,SARL50,530,,,,0
52,SARG50,580,,,,0
54,SARG50,630,,,,0
56,SBRG10,640,,,,0
58,SALG10,650,,,,0
60,SBLG50,700,,,,0
62,SARL50,650,,,,0
64,SBLL50,600,,,,0
66,SBLG50,650,,,,0
68,SARG50,700,,,,0
70,SBRL10,690,,,,0
72,SALG10,700,,,,0
2,SARL50,650,,,,0
4,SARG50,700,,,,0
6,SALL10,690,,,,0
8,SBLG50,740,,,,0
10,SALG10,750,,,,0
12,SARG50,800,,,,0
14,SBRL10,790,,,,0
16,SARL50,740,,,,0
18,SBLG50,790,,,,0
20,SALL10,780,,,,0
22,SARL50,730,,,,0
24,SBLG50,780,,,,0
26,SBRL10,770,,,,0
28,SBRG10,780,,,,0
30,SBLG50,830,,,,0
32,SARG50,880,,,,0
34,SALL10,870,,,,0
36,SBLG50,920,,,,0
38,SALL10,910,,,,0
40,SARG50,960,,,,0
42,SBRG10,970,,,,0
44,SBLG50,1020,,,,0
46,SARG50,1070,,,,0
48,SALG10,1080,,,,0
50,SBRG10,1090,,,,0
52,SARL50,1040,,,,0
54,SBLG50,1090,,,,0
56,SALG10,1100,,,,0
58,SALG10,1110,,,,0
60,SBLL50,1060,,,,0
62,SBLL50,1010,,,,0
64,SBLL50,960,,,,0
66,SBLL50,910,,,,0
68,SARL50,860,,,,0
70,SBRL10,850,,,,0
72,SBLL50,800,,,,0
2,SBLL50,750,,,,0
4,SALL10,740,,,,0
6,SARG50,790,,,,0
8,SALL10,780,,,,0
10,SBLL50,730,,,,0
12,SARL50,680,,,,0
14,SARL50,630,,,,0
16,SARL50,580,,,,0
18,SBLG50,630,,,,0
