trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBRG10,1010,,,,0
4,SBLG50,1060,,,,0
6,SBLL50,1010,,,,0
8,SARL50,960,,,,0
10,SBRL10,950,,,,0
12,SBRG10,960,,,,0
14,SALG10,970,,,,0
16,SALG10,980,,,,0
18,SBLL50,930,,,,0
20,SARL50,880,,,,0
22,SBRG10,890,,,,0
24,SBLG50,940,,,,0
26,SBRG10,950,,,,0
28,SARG50,1000,,,,0
30,SALG10,1010,,,,0
32,SALL10,1000,,,,0
34,SALG10,1010,,,,0
36,SBLG50,1060,,,,0
38,SBLL50,1010,,,,0
40,SALL10,1000,,,,0
42,SBLL50,950,,,,0
44,SALL10,940,,,,0
46,SALG10,950,,,,0
48,SALG10,960,,,,0
50,SBRG10,970,,,,0
52,SBRG10,980,,,,0
54,SALL10,970,,,,0
56,SBLL50,920,,,,0
58,SALG10,930,,,,0
60,SARG50,980,,,,0
62,SBLL50,930,,,,0
64,SALG10,940,,,,0
66,SARL50,890,,,,0
68,SARL50,840,,,,0
70,SBLL50,790,,,,0
72,SBLL50,740,,,,0
2,SBLL50,690,,,,0
4,SBLG50,740,,,,0
6,SARL50,690,,,,0
8,SBRG10,700,,,,0
10,SBLG50,750,,,,0
12,SARL50,700,,,,0
14,SARG50,750,,,,0
16,SARL50,700,,,,0
18,SALL10,690,,,,0
20,SBLL50,640,,,,0
22,SBLL50,590,,,,0
24,SBLG50,640,,,,0
26,SARL50,590,,,,0
28,SALG10,600,,,,0
30,SARG50,650,,,,0
32,SALL10,640,,,,0
34,SBLL50,590,,,,0
36,SBLL50,540,,,,0
38,SALL10,530,,,,0
40,SBLL50,480,,,,0
42,SARL50,430,,,,0
44,SBRG10,440,,,,0
46,SBLG50,490,,,,0
48,SARL50,440,,,,0
50,SBRG10,450,,,,0
52,SBLL50,400,,,,0
54,SALL10,390,,,,0
56,SALL10,380,,,,0
58,SALG10,390,,,,0
60,SBRL10,380,,,,0
62,SBRG10,390,,,,0
64,SARG50,440,,,,0
66,SBRG10,450,,,,0
68,SARG50,500,,,,0
70,SALG10,510,,,,0
72,SBRG10,520,,,,0
2,SARL50,470,,,,0
4,SARL50,420,,,,0
6,SBRG10,430,,,,0
8,SBLG50,480,,,,0
10,SARG50,530,,,,0
12,SBLG50,580,,,,0
14,SBRG10,590,,,,0
16,SBRL10,580,,,,0
18,SARG50,630,,,,0
20,SBLG50,680,,,,0
22,SBRL10,670,,,,0
24,SARL50,620,,,,0
26,SARG50,670,,,,0
28,SALG10,680,,,,0
30,SARG50,730,,,,0
32,SBLL50,680,,,,0
34,SALL10,670,,,,0
36,SBLG50,720,,,,0
38,SALG10,730,,,,0
40,SBRL10,720,,,,0
42,SARG50,770,,,,0
44,SBLL50,720,,,,0
46,SALG10,730,,,,0
48,SBRG10,740,,,,0
50,SBLG50,790,,,,0
52,SBRG10,800,,,,0
54,SALL10,790,,,,0
56,SALG10,800,,,,0
58,SBRL10,790,,,,0
60,SARL50,740,,,,0
62,SBRG10,750,,,,0
64,SALL10,740,,,,0
66,SALL10,730,,,,0
68,SARL50,680,,,,0
70,SBLL50,630,,,,0
72,SBLL50,580,,,,0
2,SBRG10,590,,,,0
4,SBLL50,540,,,,0
6,SBLL50,490,,,,0
8,SALL10,480,,,,0
10,SBLG50,530,,,,0
12,SBRL10,520,,,,0
14,SARL50,470,,,,0
16,SARL50,420,,,,0
18,SALL10,410,,,,0
20,SALL10,400,,,,0
22,SBLG50,450,,,,0
24,SALG10,460,,,,0
26,SBRG10,470,,,,0
28,SBLL50,420,,,,0
30,SARG50,470,,,,0
32,SBRG10,480,,,,0
34,SBRG10,490,,,,0
36,SALG10,500,,,,0
38,SARL50,450,,,,0
40,SBRG10,460,,,,0
42,SARG50,510,,,,0
44,SBLL50,460,,,,0
46,SALL10,450,,,,0
48,SBLG50,500,,,,0
50,SBLL50,450,,,,0
52,SARL50,400,,,,0
54,SARG50,450,,,,0
56,SALL10,440,,,,0
58,SALL10,430,,,,0
60,SALL10,420,,,,0
62,SALG10,430,,,,0
64,SBLG50,480,,,,0
66,SARL50,430,,,,0
68,SBLL50,380,,,,0
70,SBLG50,430,,,,0
72,SBLG50,480,,,,0
1,QuestionS,480,,,５０点が外れたとき，どのように感じましたか？,S3
2,QuestionS,480,,,１０点が外れたとき，どのように感じましたか？,S4
3,QuestionS,480,,,５０点が当たったとき，どのように感じましたか？,S6
4,QuestionS,480,,,１０点が当たったとき，どのように感じましたか？,S5
1,QuestionM,480,疲れた,3倦怠,,M3
2,QuestionM,480,退屈な,3倦怠,,M3
3,QuestionM,480,思慮深い,7集中,,M2
4,QuestionM,480,愛らしい,6親和,,M1
5,QuestionM,480,すてきな,6親和,,M1
6,QuestionM,480,むっとした,2敵意,,M1
7,QuestionM,480,注意深い,7集中,,M1
8,QuestionM,480,だるい,3倦怠,,M2
9,QuestionM,480,敵意のある,2敵意,,M1
10,QuestionM,480,悩んでいる,1抑うつ・不安,,M1
11,QuestionM,480,はつらつとした,4活動的快,,M1
12,QuestionM,480,ていねいな,7集中,,M1
13,QuestionM,480,おっとりした,5非活動的快,,M1
14,QuestionM,480,驚いた,8驚愕,,M1
15,QuestionM,480,丁重な,7集中,,M3
16,QuestionM,480,好きな,6親和,,M1
17,QuestionM,480,自信がない,1抑うつ・不安,,M3
18,QuestionM,480,陽気な,4活動的快,,M1
19,QuestionM,480,恋しい,6親和,,M1
20,QuestionM,480,元気いっぱいの,4活動的快,,M1
21,QuestionM,480,攻撃的な,2敵意,,M1
22,QuestionM,480,うらんだ,2敵意,,M1
23,QuestionM,480,のんびりした,5非活動的快,,M3
24,QuestionM,480,不安な,1抑うつ・不安,,M1
25,QuestionM,480,活気のある,4活動的快,,M1
26,QuestionM,480,動揺した,8驚愕,,M1
27,QuestionM,480,のんきな,5非活動的快,,M3
28,QuestionM,480,憎らしい,2敵意,,M1
29,QuestionM,480,気がかりな,1抑うつ・不安,,M1
30,QuestionM,480,はっとした,8驚愕,,M1
31,QuestionM,480,つまらない,3倦怠,,M1
32,QuestionM,480,気力に満ちた,4活動的快,,M1
33,QuestionM,480,ゆっくりした,5非活動的快,,M3
34,QuestionM,480,くよくよした,1抑うつ・不安,,M1
35,QuestionM,480,のどかな,5非活動的快,,M1
36,QuestionM,480,無気力な,3倦怠,,M3
37,QuestionM,480,びっくりした,8驚愕,,M1
38,QuestionM,480,いとおしい,6親和,,M1
39,QuestionM,480,びくりとした,8驚愕,,M1
40,QuestionM,480,慎重な,7集中,,M1
