trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARG50,1050,,,,0
4,SBLG50,1100,,,,0
6,SBRL10,1090,,,,0
8,SARL50,1040,,,,0
10,SBLG50,1090,,,,0
12,SBLL50,1040,,,,0
14,SBLL50,990,,,,0
16,SALL10,980,,,,0
18,SBRL10,970,,,,0
20,SBLG50,1020,,,,0
22,SALG10,1030,,,,0
24,SBRL10,1020,,,,0
26,SBRL10,1010,,,,0
28,SBRL10,1000,,,,0
30,SBRL10,990,,,,0
32,SARG50,1040,,,,0
34,SBRG10,1050,,,,0
36,SALL10,1040,,,,0
38,SBLL50,990,,,,0
40,SARG50,1040,,,,0
42,SBRL10,1030,,,,0
44,SALG10,1040,,,,0
46,SARL50,990,,,,0
48,SARG50,1040,,,,0
50,SALL10,1030,,,,0
52,SALL10,1020,,,,0
54,SALG10,1030,,,,0
56,SBLL50,980,,,,0
58,SARG50,1030,,,,0
60,SBRL10,1020,,,,0
62,SARG50,1070,,,,0
64,SBLG50,1120,,,,0
66,SARL50,1070,,,,0
68,SALG10,1080,,,,0
70,SARG50,1130,,,,0
72,SBRG10,1140,,,,0
2,SALL10,1130,,,,0
4,SBRL10,1120,,,,0
6,SBLL50,1070,,,,0
8,SBLL50,1020,,,,0
10,SBLL50,970,,,,0
12,SBRL10,960,,,,0
14,SBLL50,910,,,,0
16,SARG50,960,,,,0
18,SARG50,1010,,,,0
20,SBRL10,1000,,,,0
22,SBLL50,950,,,,0
24,SARL50,900,,,,0
26,SALL10,890,,,,0
28,SBRL10,880,,,,0
30,SALL10,870,,,,0
32,SARL50,820,,,,0
34,SALG10,830,,,,0
36,SBRL10,820,,,,0
38,SBLG50,870,,,,0
40,SARG50,920,,,,0
42,SBRG10,930,,,,0
44,SBLG50,980,,,,0
46,SARG50,1030,,,,0
48,SALL10,1020,,,,0
50,SARG50,1070,,,,0
52,SALG10,1080,,,,0
54,SARG50,1130,,,,0
56,SBLG50,1180,,,,0
58,SBRG10,1190,,,,0
60,SALG10,1200,,,,0
62,SARL50,1150,,,,0
64,SBLG50,1200,,,,0
66,SBRG10,1210,,,,0
68,SBLG50,1260,,,,0
70,SARL50,1210,,,,0
72,SALL10,1200,,,,0
2,SARG50,1250,,,,0
4,SALG10,1260,,,,0
6,SARL50,1210,,,,0
8,SALG10,1220,,,,0
10,SBRG10,1230,,,,0
12,SBLG50,1280,,,,0
14,SBRG10,1290,,,,0
16,SARL50,1240,,,,0
18,SALL10,1230,,,,0
20,SBRL10,1220,,,,0
22,SARL50,1170,,,,0
24,SBLL50,1120,,,,0
26,SBLL50,1070,,,,0
28,SBRG10,1080,,,,0
30,SBRG10,1090,,,,0
32,SARG50,1140,,,,0
34,SBLG50,1190,,,,0
36,SBLL50,1140,,,,0
38,SARL50,1090,,,,0
40,SBRL10,1080,,,,0
42,SALL10,1070,,,,0
44,SARG50,1120,,,,0
46,SARL50,1070,,,,0
48,SBLG50,1120,,,,0
50,SBLL50,1070,,,,0
52,SBRG10,1080,,,,0
54,SBLG50,1130,,,,0
56,SALG10,1140,,,,0
58,SBRL10,1130,,,,0
60,SARL50,1080,,,,0
62,SALG10,1090,,,,0
64,SARG50,1140,,,,0
66,SBLL50,1090,,,,0
68,SBLG50,1140,,,,0
70,SARL50,1090,,,,0
72,SALL10,1080,,,,0
2,SARL50,1030,,,,0
4,SARL50,980,,,,0
6,SALG10,990,,,,0
8,SBLG50,1040,,,,0
10,SARL50,990,,,,0
12,SBLL50,940,,,,0
14,SBRG10,950,,,,0
16,SBLG50,1000,,,,0
18,SBRG10,1010,,,,0
20,SALL10,1000,,,,0
22,SARG50,1050,,,,0
24,SALL10,1040,,,,0
26,SALL10,1030,,,,0
28,SALG10,1040,,,,0
30,SBRG10,1050,,,,0
32,SBRG10,1060,,,,0
34,SARL50,1010,,,,0
36,SBLG50,1060,,,,0
38,SBLL50,1010,,,,0
40,SARL50,960,,,,0
42,SBLG50,1010,,,,0
44,SARG50,1060,,,,0
46,SALG10,1070,,,,0
48,SARL50,1020,,,,0
50,SBLG50,1070,,,,0
52,SBRL10,1060,,,,0
54,SARL50,1010,,,,0
56,SBLL50,960,,,,0
58,SBLG50,1010,,,,0
60,SARL50,960,,,,0
62,SALL10,950,,,,0
64,SBRG10,960,,,,0
66,SALL10,950,,,,0
68,SBLL50,900,,,,0
70,SBRG10,910,,,,0
72,SBLG50,960,,,,0
1,QuestionS,960,,,１０点が当たったとき，どのように感じましたか？,S2
2,QuestionS,960,,,１０点が外れたとき，どのように感じましたか？,S3
3,QuestionS,960,,,５０点が外れたとき，どのように感じましたか？,S2
4,QuestionS,960,,,５０点が当たったとき，どのように感じましたか？,S2
1,QuestionM,960,疲れた,3倦怠,,M4
2,QuestionM,960,いとおしい,6親和,,M1
3,QuestionM,960,はつらつとした,4活動的快,,M1
4,QuestionM,960,退屈な,3倦怠,,M3
5,QuestionM,960,のんびりした,5非活動的快,,M1
6,QuestionM,960,無気力な,3倦怠,,M4
7,QuestionM,960,くよくよした,1抑うつ・不安,,M1
8,QuestionM,960,ゆっくりした,5非活動的快,,M1
9,QuestionM,960,恋しい,6親和,,M1
10,QuestionM,960,不安な,1抑うつ・不安,,M3
11,QuestionM,960,つまらない,3倦怠,,M1
12,QuestionM,960,陽気な,4活動的快,,M1
13,QuestionM,960,はっとした,8驚愕,,M1
14,QuestionM,960,すてきな,6親和,,M1
15,QuestionM,960,動揺した,8驚愕,,M1
16,QuestionM,960,愛らしい,6親和,,M1
17,QuestionM,960,驚いた,8驚愕,,M1
18,QuestionM,960,のんきな,5非活動的快,,M1
19,QuestionM,960,憎らしい,2敵意,,M1
20,QuestionM,960,うらんだ,2敵意,,M1
21,QuestionM,960,びっくりした,8驚愕,,M1
22,QuestionM,960,のどかな,5非活動的快,,M1
23,QuestionM,960,活気のある,4活動的快,,M1
24,QuestionM,960,おっとりした,5非活動的快,,M1
25,QuestionM,960,だるい,3倦怠,,M4
26,QuestionM,960,元気いっぱいの,4活動的快,,M1
27,QuestionM,960,気がかりな,1抑うつ・不安,,M1
28,QuestionM,960,敵意のある,2敵意,,M1
29,QuestionM,960,慎重な,7集中,,M1
30,QuestionM,960,気力に満ちた,4活動的快,,M1
31,QuestionM,960,思慮深い,7集中,,M1
32,QuestionM,960,悩んでいる,1抑うつ・不安,,M1
33,QuestionM,960,攻撃的な,2敵意,,M1
34,QuestionM,960,むっとした,2敵意,,M1
35,QuestionM,960,ていねいな,7集中,,M1
36,QuestionM,960,丁重な,7集中,,M1
37,QuestionM,960,好きな,6親和,,M1
38,QuestionM,960,びくりとした,8驚愕,,M1
39,QuestionM,960,自信がない,1抑うつ・不安,,M1
40,QuestionM,960,注意深い,7集中,,M1
