trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARL50,950,,,,0
4,SBRG10,960,,,,0
6,SBRG10,970,,,,0
8,SARG50,1020,,,,0
10,SBRL10,1010,,,,0
12,SALG10,1020,,,,0
14,SBRG10,1030,,,,0
16,SBRG10,1040,,,,0
18,SBRL10,1030,,,,0
20,SBRL10,1020,,,,0
22,SALL10,1010,,,,0
24,SALL10,1000,,,,0
26,SARG50,1050,,,,0
28,SBRL10,1040,,,,0
30,SBRL10,1030,,,,0
32,SBLG50,1080,,,,0
34,SBRL10,1070,,,,0
36,SALG10,1080,,,,0
38,SALL10,1070,,,,0
40,SBRL10,1060,,,,0
42,SBLL50,1010,,,,0
44,SALL10,1000,,,,0
46,SALG10,1010,,,,0
48,SALG10,1020,,,,0
50,SBRL10,1010,,,,0
52,SALG10,1020,,,,0
54,SALG10,1030,,,,0
56,SBRG10,1040,,,,0
58,SALL10,1030,,,,0
60,SBRL10,1020,,,,0
62,SBLL50,970,,,,0
64,SARG50,1020,,,,0
66,SALG10,1030,,,,0
68,SALG10,1040,,,,0
70,SBRL10,1030,,,,0
72,SALG10,1040,,,,0
2,SARG50,1090,,,,0
4,SBRG10,1100,,,,0
6,SBRL10,1090,,,,0
8,SALL10,1080,,,,0
10,SARG50,1130,,,,0
12,SALL10,1120,,,,0
14,SALL10,1110,,,,0
16,SBRG10,1120,,,,0
18,SBRL10,1110,,,,0
20,SBRG10,1120,,,,0
22,SBRL10,1110,,,,0
24,SBRL10,1100,,,,0
26,SBRL10,1090,,,,0
28,SARG50,1140,,,,0
30,SBRL10,1130,,,,0
32,SALL10,1120,,,,0
34,SBLG50,1170,,,,0
36,SALL10,1160,,,,0
38,SALL10,1150,,,,0
40,SARL50,1100,,,,0
42,SBLG50,1150,,,,0
44,SALG10,1160,,,,0
46,SALL10,1150,,,,0
48,SALG10,1160,,,,0
50,SBLL50,1110,,,,0
52,SBRL10,1100,,,,0
54,SARL50,1050,,,,0
56,SBRL10,1040,,,,0
58,SARG50,1090,,,,0
60,SBRL10,1080,,,,0
62,SBLG50,1130,,,,0
64,SALG10,1140,,,,0
66,SBLG50,1190,,,,0
68,SALG10,1200,,,,0
70,SBRG10,1210,,,,0
72,SALG10,1220,,,,0
2,SARG50,1270,,,,0
4,SALL10,1260,,,,0
6,SBRG10,1270,,,,0
8,SBRL10,1260,,,,0
10,SALG10,1270,,,,0
12,SBLL50,1220,,,,0
14,SBRL10,1210,,,,0
16,SALL10,1200,,,,0
18,SARG50,1250,,,,0
20,SALL10,1240,,,,0
22,SBLL50,1190,,,,0
24,SBRL10,1180,,,,0
26,SALG10,1190,,,,0
28,SARG50,1240,,,,0
30,SBLL50,1190,,,,0
32,SBLL50,1140,,,,0
34,SALL10,1130,,,,0
36,SBRG10,1140,,,,0
38,SBRL10,1130,,,,0
40,SBLG50,1180,,,,0
42,SARL50,1130,,,,0
44,SALL10,1120,,,,0
46,SARG50,1170,,,,0
48,SBRL10,1160,,,,0
50,SBRL10,1150,,,,0
52,SARG50,1200,,,,0
54,SALL10,1190,,,,0
56,SBRL10,1180,,,,0
58,SALG10,1190,,,,0
60,SALG10,1200,,,,0
62,SARG50,1250,,,,0
64,SBRG10,1260,,,,0
66,SBRG10,1270,,,,0
68,SARL50,1220,,,,0
70,SBLG50,1270,,,,0
72,SBRG10,1280,,,,0
2,SALL10,1270,,,,0
4,SALL10,1260,,,,0
6,SARL50,1210,,,,0
8,SBLG50,1260,,,,0
10,SBRG10,1270,,,,0
12,SBRL10,1260,,,,0
14,SARL50,1210,,,,0
16,SALL10,1200,,,,0
18,SARG50,1250,,,,0
20,SARL50,1200,,,,0
22,SBRL10,1190,,,,0
24,SBLL50,1140,,,,0
26,SARG50,1190,,,,0
28,SALL10,1180,,,,0
30,SALL10,1170,,,,0
32,SBLG50,1220,,,,0
34,SBRG10,1230,,,,0
36,SALL10,1220,,,,0
38,SBRG10,1230,,,,0
40,SALG10,1240,,,,0
42,SBRG10,1250,,,,0
44,SBLG50,1300,,,,0
46,SBRG10,1310,,,,0
48,SBRG10,1320,,,,0
50,SBRL10,1310,,,,0
52,SALG10,1320,,,,0
54,SALL10,1310,,,,0
56,SBRG10,1320,,,,0
58,SALG10,1330,,,,0
60,SALL10,1320,,,,0
62,SBRL10,1310,,,,0
64,SBRL10,1300,,,,0
66,SBRG10,1310,,,,0
68,SALL10,1300,,,,0
70,SBLL50,1250,,,,0
72,SALG10,1260,,,,0
1,QuestionS,1260,,,５０点が外れたとき，どのように感じましたか？,S3
2,QuestionS,1260,,,１０点が当たったとき，どのように感じましたか？,S6
3,QuestionS,1260,,,１０点が外れたとき，どのように感じましたか？,S3
4,QuestionS,1260,,,５０点が当たったとき，どのように感じましたか？,S7
1,QuestionM,1260,自信がない,1抑うつ・不安,,M3
