trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBLL50,950,,,,0
4,SARL50,900,,,,0
6,SBLG50,950,,,,0
8,SARL50,900,,,,0
10,SBLG50,950,,,,0
12,SARG50,1000,,,,0
14,SARL50,950,,,,0
16,SBLG50,1000,,,,0
18,SBLG50,1050,,,,0
20,SALL10,1040,,,,0
22,SARG50,1090,,,,0
24,SALG10,1100,,,,0
26,SARG50,1150,,,,0
28,SBLL50,1100,,,,0
30,SBLG50,1150,,,,0
32,SBLL50,1100,,,,0
34,SARG50,1150,,,,0
36,SBLG50,1200,,,,0
38,SBLG50,1250,,,,0
40,SARL50,1200,,,,0
42,SBLL50,1150,,,,0
44,SBLG50,1200,,,,0
46,SARL50,1150,,,,0
48,SBLG50,1200,,,,0
50,SALL10,1190,,,,0
52,SBLL50,1140,,,,0
54,SALG10,1150,,,,0
56,SBRG10,1160,,,,0
58,SALG10,1170,,,,0
60,SBRL10,1160,,,,0
62,SARG50,1210,,,,0
64,SARG50,1260,,,,0
66,SBLL50,1210,,,,0
68,SBLL50,1160,,,,0
70,SARL50,1110,,,,0
72,SARL50,1060,,,,0
2,SBLL50,1010,,,,0
4,SARL50,960,,,,0
6,SARG50,1010,,,,0
8,SBLG50,1060,,,,0
10,SARL50,1010,,,,0
12,SBLG50,1060,,,,0
14,SBLG50,1110,,,,0
16,SARG50,1160,,,,0
18,SBRG10,1170,,,,0
20,SBRL10,1160,,,,0
22,SBRL10,1150,,,,0
24,SBLG50,1200,,,,0
26,SBLG50,1250,,,,0
28,SALG10,1260,,,,0
30,SALG10,1270,,,,0
32,SARG50,1320,,,,0
34,SBLL50,1270,,,,0
36,SBLG50,1320,,,,0
38,SARL50,1270,,,,0
40,SBLL50,1220,,,,0
42,SBRG10,1230,,,,0
44,SALG10,1240,,,,0
46,SBLL50,1190,,,,0
48,SARG50,1240,,,,0
50,SALL10,1230,,,,0
52,SARG50,1280,,,,0
54,SARL50,1230,,,,0
56,SALL10,1220,,,,0
58,SBLG50,1270,,,,0
60,SARL50,1220,,,,0
62,SARG50,1270,,,,0
64,SALL10,1260,,,,0
66,SARG50,1310,,,,0
68,SBLL50,1260,,,,0
70,SBLL50,1210,,,,0
72,SBLL50,1160,,,,0
2,SALG10,1170,,,,0
4,SBLG50,1220,,,,0
6,SBLL50,1170,,,,0
8,SBLL50,1120,,,,0
10,SBLG50,1170,,,,0
12,SARL50,1120,,,,0
14,SARL50,1070,,,,0
16,SALL10,1060,,,,0
18,SARL50,1010,,,,0
20,SBLG50,1060,,,,0
22,SARG50,1110,,,,0
24,SARG50,1160,,,,0
26,SARG50,1210,,,,0
28,SBLG50,1260,,,,0
30,SARL50,1210,,,,0
32,SBRL10,1200,,,,0
34,SARG50,1250,,,,0
36,SBLL50,1200,,,,0
38,SBRG10,1210,,,,0
40,SALL10,1200,,,,0
42,SBRG10,1210,,,,0
44,SALG10,1220,,,,0
46,SALG10,1230,,,,0
48,SBLG50,1280,,,,0
50,SALL10,1270,,,,0
52,SBLG50,1320,,,,0
54,SARG50,1370,,,,0
56,SARL50,1320,,,,0
58,SBLL50,1270,,,,0
60,SBRL10,1260,,,,0
62,SBRG10,1270,,,,0
64,SALG10,1280,,,,0
66,SARL50,1230,,,,0
68,SBLL50,1180,,,,0
70,SBRL10,1170,,,,0
72,SBRG10,1180,,,,0
2,SARG50,1230,,,,0
4,SBRL10,1220,,,,0
6,SALL10,1210,,,,0
8,SALL10,1200,,,,0
10,SALG10,1210,,,,0
12,SBRG10,1220,,,,0
14,SBLL50,1170,,,,0
16,SARG50,1220,,,,0
18,SARG50,1270,,,,0
20,SARG50,1320,,,,0
22,SBLG50,1370,,,,0
24,SALG10,1380,,,,0
26,SBRL10,1370,,,,0
28,SBLL50,1320,,,,0
30,SARL50,1270,,,,0
32,SALL10,1260,,,,0
34,SBLG50,1310,,,,0
36,SARG50,1360,,,,0
38,SBRG10,1370,,,,0
40,SBLL50,1320,,,,0
42,SALG10,1330,,,,0
44,SBLG50,1380,,,,0
46,SARG50,1430,,,,0
48,SALG10,1440,,,,0
50,SARG50,1490,,,,0
52,SBLL50,1440,,,,0
54,SBLG50,1490,,,,0
56,SARG50,1540,,,,0
58,SBRL10,1530,,,,0
60,SBRG10,1540,,,,0
62,SARL50,1490,,,,0
64,SALL10,1480,,,,0
66,SBRL10,1470,,,,0
68,SBLL50,1420,,,,0
70,SBLL50,1370,,,,0
72,SBRL10,1360,,,,0
1,QuestionS,1360,,,５０点が外れたとき，どのように感じましたか？,S1
2,QuestionS,1360,,,１０点が外れたとき，どのように感じましたか？,S4
3,QuestionS,1360,,,５０点が当たったとき，どのように感じましたか？,S7
4,QuestionS,1360,,,１０点が当たったとき，どのように感じましたか？,S6
1,QuestionM,1360,びっくりした,8驚愕,,M1
2,QuestionM,1360,のんきな,5非活動的快,,M3
3,QuestionM,1360,元気いっぱいの,4活動的快,,M2
4,QuestionM,1360,憎らしい,2敵意,,M1
5,QuestionM,1360,驚いた,8驚愕,,M2
6,QuestionM,1360,むっとした,2敵意,,M1
7,QuestionM,1360,悩んでいる,1抑うつ・不安,,M2
8,QuestionM,1360,無気力な,3倦怠,,M4
9,QuestionM,1360,びくりとした,8驚愕,,M1
10,QuestionM,1360,だるい,3倦怠,,M4
11,QuestionM,1360,のんびりした,5非活動的快,,M2
12,QuestionM,1360,ていねいな,7集中,,M2
