trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SALL10,990,,,,0
4,SBRG10,1000,,,,0
6,SARG50,1050,,,,0
8,SBRG10,1060,,,,0
10,SARG50,1110,,,,0
12,SBRG10,1120,,,,0
14,SARL50,1070,,,,0
16,SARG50,1120,,,,0
18,SALG10,1130,,,,0
20,SARG50,1180,,,,0
22,SALG10,1190,,,,0
24,SBLG50,1240,,,,0
26,SALG10,1250,,,,0
28,SBLG50,1300,,,,0
30,SBRL10,1290,,,,0
32,SBRG10,1300,,,,0
34,SALG10,1310,,,,0
36,SARL50,1260,,,,0
38,SBLL50,1210,,,,0
40,SBLL50,1160,,,,0
42,SBRG10,1170,,,,0
44,SBRL10,1160,,,,0
46,SBLL50,1110,,,,0
48,SARL50,1060,,,,0
50,SALL10,1050,,,,0
52,SARL50,1000,,,,0
54,SARL50,950,,,,0
56,SBRG10,960,,,,0
58,SBLL50,910,,,,0
60,SALL10,900,,,,0
62,SBRG10,910,,,,0
64,SALL10,900,,,,0
66,SBRL10,890,,,,0
68,SBLG50,940,,,,0
70,SARG50,990,,,,0
72,SBLL50,940,,,,0
2,SALL10,930,,,,0
4,SBRG10,940,,,,0
6,SBLG50,990,,,,0
8,SBRL10,980,,,,0
10,SALL10,970,,,,0
12,SALL10,960,,,,0
14,SARG50,1010,,,,0
16,SARL50,960,,,,0
18,SBRL10,950,,,,0
20,SBLG50,1000,,,,0
22,SBLL50,950,,,,0
24,SBLL50,900,,,,0
26,SBRG10,910,,,,0
28,SARL50,860,,,,0
30,SALL10,850,,,,0
32,SBRG10,860,,,,0
34,SBLG50,910,,,,0
36,SALG10,920,,,,0
38,SARL50,870,,,,0
40,SARG50,920,,,,0
42,SBRL10,910,,,,0
44,SBRG10,920,,,,0
46,SBLG50,970,,,,0
48,SALG10,980,,,,0
50,SARL50,930,,,,0
52,SARG50,980,,,,0
54,SBRL10,970,,,,0
56,SALL10,960,,,,0
58,SALG10,970,,,,0
60,SBRL10,960,,,,0
62,SALL10,950,,,,0
64,SBRL10,940,,,,0
66,SBRL10,930,,,,0
68,SARG50,980,,,,0
70,SALG10,990,,,,0
72,SBLG50,1040,,,,0
2,SALL10,1030,,,,0
4,SALG10,1040,,,,0
6,SARG50,1090,,,,0
8,SALL10,1080,,,,0
10,SBLG50,1130,,,,0
12,SARG50,1180,,,,0
14,SBRL10,1170,,,,0
16,SALL10,1160,,,,0
18,SARL50,1110,,,,0
20,SBLG50,1160,,,,0
22,SBLG50,1210,,,,0
24,SBLL50,1160,,,,0
26,SARG50,1210,,,,0
