trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBLG50,1050,,,,0
4,SBRG10,1060,,,,0
6,SALG10,1070,,,,0
8,SARG50,1120,,,,0
10,SARG50,1170,,,,0
12,SBRG10,1180,,,,0
14,SARL50,1130,,,,0
16,SALL10,1120,,,,0
18,SBRG10,1130,,,,0
20,SALG10,1140,,,,0
22,SALG10,1150,,,,0
24,SBRG10,1160,,,,0
26,SBLG50,1210,,,,0
28,SBRL10,1200,,,,0
30,SBRL10,1190,,,,0
32,SALG10,1200,,,,0
34,SBRG10,1210,,,,0
36,SALL10,1200,,,,0
38,SALL10,1190,,,,0
40,SALL10,1180,,,,0
42,SALG10,1190,,,,0
44,SBRL10,1180,,,,0
46,SALL10,1170,,,,0
48,SBRL10,1160,,,,0
50,SALG10,1170,,,,0
52,SALL10,1160,,,,0
54,SBRL10,1150,,,,0
56,SBRG10,1160,,,,0
58,SALG10,1170,,,,0
60,SBRG10,1180,,,,0
62,SALG10,1190,,,,0
64,SBRL10,1180,,,,0
66,SALL10,1170,,,,0
68,SBRL10,1160,,,,0
70,SBRL10,1150,,,,0
72,SBRL10,1140,,,,0
2,SBLL50,1090,,,,0
4,SARG50,1140,,,,0
6,SBLG50,1190,,,,0
8,SARL50,1140,,,,0
10,SARL50,1090,,,,0
12,SARG50,1140,,,,0
14,SARG50,1190,,,,0
16,SBLL50,1140,,,,0
18,SBLG50,1190,,,,0
20,SBLG50,1240,,,,0
22,SBLL50,1190,,,,0
24,SARG50,1240,,,,0
26,SARL50,1190,,,,0
28,SARL50,1140,,,,0
30,SBLL50,1090,,,,0
32,SARL50,1040,,,,0
34,SARG50,1090,,,,0
36,SARL50,1040,,,,0
38,SARG50,1090,,,,0
40,SARG50,1140,,,,0
42,SBLL50,1090,,,,0
44,SBLL50,1040,,,,0
46,SARG50,1090,,,,0
48,SARG50,1140,,,,0
50,SARG50,1190,,,,0
52,SBLL50,1140,,,,0
54,SBLG50,1190,,,,0
56,SBLG50,1240,,,,0
58,SBRL10,1230,,,,0
60,SALG10,1240,,,,0
62,SBRL10,1230,,,,0
64,SBRL10,1220,,,,0
66,SBRL10,1210,,,,0
68,SBRL10,1200,,,,0
70,SBLL50,1150,,,,0
72,SALG10,1160,,,,0
2,SBLG50,1210,,,,0
4,SARL50,1160,,,,0
6,SARG50,1210,,,,0
8,SBLG50,1260,,,,0
10,SARG50,1310,,,,0
12,SALL10,1300,,,,0
14,SALG10,1310,,,,0
16,SALL10,1300,,,,0
18,SBRL10,1290,,,,0
20,SALL10,1280,,,,0
22,SBRL10,1270,,,,0
24,SALG10,1280,,,,0
26,SBRL10,1270,,,,0
28,SALG10,1280,,,,0
30,SBRL10,1270,,,,0
32,SBRL10,1260,,,,0
34,SBRG10,1270,,,,0
36,SBRL10,1260,,,,0
38,SALL10,1250,,,,0
40,SBRL10,1240,,,,0
42,SALL10,1230,,,,0
44,SALG10,1240,,,,0
46,SALG10,1250,,,,0
48,SBRG10,1260,,,,0
50,SBRL10,1250,,,,0
52,SALL10,1240,,,,0
54,SALL10,1230,,,,0
56,SBRL10,1220,,,,0
58,SBRL10,1210,,,,0
60,SALG10,1220,,,,0
62,SBRL10,1210,,,,0
64,SBRG10,1220,,,,0
66,SALG10,1230,,,,0
68,SALG10,1240,,,,0
70,SBRG10,1250,,,,0
72,SBRG10,1260,,,,0
2,SBLL50,1210,,,,0
4,SBLL50,1160,,,,0
6,SARL50,1110,,,,0
8,SARL50,1060,,,,0
10,SBLL50,1010,,,,0
12,SBLG50,1060,,,,0
14,SBLG50,1110,,,,0
16,SARL50,1060,,,,0
18,SBLL50,1010,,,,0
20,SBLL50,960,,,,0
22,SBLG50,1010,,,,0
24,SBLL50,960,,,,0
26,SARG50,1010,,,,0
28,SARG50,1060,,,,0
30,SARL50,1010,,,,0
32,SARL50,960,,,,0
34,SARL50,910,,,,0
36,SBLG50,960,,,,0
38,SARG50,1010,,,,0
40,SBLL50,960,,,,0
42,SARG50,1010,,,,0
44,SARG50,1060,,,,0
46,SBLL50,1010,,,,0
48,SBLL50,960,,,,0
50,SARL50,910,,,,0
52,SARL50,860,,,,0
54,SBLL50,810,,,,0
56,SBLG50,860,,,,0
58,SARL50,810,,,,0
60,SBLG50,860,,,,0
62,SARG50,910,,,,0
64,SBLG50,960,,,,0
66,SBLG50,1010,,,,0
68,SARG50,1060,,,,0
70,SARG50,1110,,,,0
