trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SALG10,1010,,,,0
4,SARG50,1060,,,,0
6,SARL50,1010,,,,0
8,SBRG10,1020,,,,0
10,SALG10,1030,,,,0
12,SBRG10,1040,,,,0
14,SALL10,1030,,,,0
16,SALG10,1040,,,,0
18,SARG50,1090,,,,0
20,SBRG10,1100,,,,0
22,SBLG50,1150,,,,0
24,SBRL10,1140,,,,0
26,SBRL10,1130,,,,0
28,SARG50,1180,,,,0
30,SALG10,1190,,,,0
32,SBRL10,1180,,,,0
34,SALL10,1170,,,,0
36,SBLL50,1120,,,,0
38,SALL10,1110,,,,0
40,SBRG10,1120,,,,0
42,SBLG50,1170,,,,0
44,SALL10,1160,,,,0
46,SBLG50,1210,,,,0
48,SARG50,1260,,,,0
50,SBLG50,1310,,,,0
52,SALG10,1320,,,,0
54,SALG10,1330,,,,0
56,SBRL10,1320,,,,0
58,SBRL10,1310,,,,0
60,SBRL10,1300,,,,0
62,SARL50,1250,,,,0
64,SBLL50,1200,,,,0
66,SBRL10,1190,,,,0
68,SALG10,1200,,,,0
70,SBLL50,1150,,,,0
72,SALL10,1140,,,,0
2,SBRL10,1130,,,,0
4,SALG10,1140,,,,0
6,SALG10,1150,,,,0
8,SBLG50,1200,,,,0
10,SARG50,1250,,,,0
12,SBLL50,1200,,,,0
14,SALL10,1190,,,,0
16,SALG10,1200,,,,0
18,SALG10,1210,,,,0
20,SBRG10,1220,,,,0
22,SALL10,1210,,,,0
24,SBLL50,1160,,,,0
26,SBLG50,1210,,,,0
28,SBLL50,1160,,,,0
30,SALL10,1150,,,,0
32,SARG50,1200,,,,0
34,SALL10,1190,,,,0
36,SBLG50,1240,,,,0
38,SBLG50,1290,,,,0
40,SALL10,1280,,,,0
42,SBLL50,1230,,,,0
44,SALG10,1240,,,,0
46,SALG10,1250,,,,0
48,SBLG50,1300,,,,0
50,SBRG10,1310,,,,0
52,SARG50,1360,,,,0
54,SALG10,1370,,,,0
56,SALL10,1360,,,,0
58,SALG10,1370,,,,0
60,SBRG10,1380,,,,0
62,SBLL50,1330,,,,0
64,SBLL50,1280,,,,0
66,SBLL50,1230,,,,0
68,SBLL50,1180,,,,0
70,SBLL50,1130,,,,0
72,SALL10,1120,,,,0
2,SALG10,1130,,,,0
4,SBLG50,1180,,,,0
6,SALG10,1190,,,,0
8,SBRG10,1200,,,,0
10,SALL10,1190,,,,0
12,SALL10,1180,,,,0
14,SALG10,1190,,,,0
16,SBLL50,1140,,,,0
18,SBRG10,1150,,,,0
20,SBLL50,1100,,,,0
22,SALL10,1090,,,,0
24,SALG10,1100,,,,0
26,SALL10,1090,,,,0
28,SBLG50,1140,,,,0
30,SBRL10,1130,,,,0
32,SBLG50,1180,,,,0
34,SALL10,1170,,,,0
36,SALG10,1180,,,,0
38,SARL50,1130,,,,0
40,SARL50,1080,,,,0
42,SBLL50,1030,,,,0
44,SBRL10,1020,,,,0
46,SALG10,1030,,,,0
48,SBLG50,1080,,,,0
50,SALL10,1070,,,,0
52,SBRL10,1060,,,,0
54,SALL10,1050,,,,0
56,SALG10,1060,,,,0
58,SARG50,1110,,,,0
60,SBLL50,1060,,,,0
62,SBRG10,1070,,,,0
64,SBRL10,1060,,,,0
66,SBLL50,1010,,,,0
68,SALG10,1020,,,,0
70,SBRL10,1010,,,,0
72,SBRG10,1020,,,,0
2,SALG10,1030,,,,0
4,SBRG10,1040,,,,0
6,SALL10,1030,,,,0
8,SALL10,1020,,,,0
10,SALG10,1030,,,,0
12,SARG50,1080,,,,0
14,SBLL50,1030,,,,0
16,SBLG50,1080,,,,0
18,SALG10,1090,,,,0
20,SBRG10,1100,,,,0
22,SBLG50,1150,,,,0
24,SALG10,1160,,,,0
26,SALG10,1170,,,,0
28,SALL10,1160,,,,0
30,SBRG10,1170,,,,0
32,SBRG10,1180,,,,0
34,SBRL10,1170,,,,0
36,SALL10,1160,,,,0
38,SBLG50,1210,,,,0
40,SBLG50,1260,,,,0
42,SALL10,1250,,,,0
44,SBLL50,1200,,,,0
46,SALL10,1190,,,,0
48,SALG10,1200,,,,0
50,SBLL50,1150,,,,0
52,SBLG50,1200,,,,0
54,SBRL10,1190,,,,0
56,SARL50,1140,,,,0
58,SBRL10,1130,,,,0
60,SALL10,1120,,,,0
62,SBLL50,1070,,,,0
64,SBLG50,1120,,,,0
66,SALG10,1130,,,,0
68,SBLG50,1180,,,,0
70,SALL10,1170,,,,0
72,SARL50,1120,,,,0
1,QuestionS,1120,,,５０点が当たったとき，どのように感じましたか？,S5
2,QuestionS,1120,,,１０点が当たったとき，どのように感じましたか？,S5
3,QuestionS,1120,,,５０点が外れたとき，どのように感じましたか？,S3
4,QuestionS,1120,,,１０点が外れたとき，どのように感じましたか？,S3
1,QuestionM,1120,おっとりした,5非活動的快,,M3
2,QuestionM,1120,注意深い,7集中,,M2
3,QuestionM,1120,憎らしい,2敵意,,M1
4,QuestionM,1120,攻撃的な,2敵意,,M1
5,QuestionM,1120,だるい,3倦怠,,M1
6,QuestionM,1120,気力に満ちた,4活動的快,,M1
7,QuestionM,1120,のんびりした,5非活動的快,,M3
8,QuestionM,1120,びくりとした,8驚愕,,M2
9,QuestionM,1120,はつらつとした,4活動的快,,M1
10,QuestionM,1120,のんきな,5非活動的快,,M3
11,QuestionM,1120,驚いた,8驚愕,,M2
12,QuestionM,1120,元気いっぱいの,4活動的快,,M2
13,QuestionM,1120,いとおしい,6親和,,M1
14,QuestionM,1120,活気のある,4活動的快,,M1
15,QuestionM,1120,自信がない,1抑うつ・不安,,M1
16,QuestionM,1120,丁重な,7集中,,M3
17,QuestionM,1120,恋しい,6親和,,M1
18,QuestionM,1120,むっとした,2敵意,,M1
19,QuestionM,1120,すてきな,6親和,,M1
20,QuestionM,1120,ゆっくりした,5非活動的快,,M3
21,QuestionM,1120,愛らしい,6親和,,M1
22,QuestionM,1120,悩んでいる,1抑うつ・不安,,M1
23,QuestionM,1120,はっとした,8驚愕,,M1
24,QuestionM,1120,のどかな,5非活動的快,,M3
25,QuestionM,1120,好きな,6親和,,M1
26,QuestionM,1120,ていねいな,7集中,,M3
27,QuestionM,1120,うらんだ,2敵意,,M1
28,QuestionM,1120,敵意のある,2敵意,,M1
29,QuestionM,1120,陽気な,4活動的快,,M1
30,QuestionM,1120,慎重な,7集中,,M3
31,QuestionM,1120,疲れた,3倦怠,,M3
32,QuestionM,1120,つまらない,3倦怠,,M2
33,QuestionM,1120,くよくよした,1抑うつ・不安,,M1
34,QuestionM,1120,退屈な,3倦怠,,M1
35,QuestionM,1120,不安な,1抑うつ・不安,,M2
36,QuestionM,1120,無気力な,3倦怠,,M2
37,QuestionM,1120,思慮深い,7集中,,M2
38,QuestionM,1120,びっくりした,8驚愕,,M1
39,QuestionM,1120,動揺した,8驚愕,,M1
40,QuestionM,1120,気がかりな,1抑うつ・不安,,M2
