trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARG50,1050,,,,0
4,SALG10,1060,,,,0
6,SARL50,1010,,,,0
8,SARG50,1060,,,,0
10,SALL10,1050,,,,0
12,SBRL10,1040,,,,0
14,SBLL50,990,,,,0
16,SBLL50,940,,,,0
18,SBLL50,890,,,,0
20,SBLG50,940,,,,0
22,SALL10,930,,,,0
24,SBLG50,980,,,,0
26,SARG50,1030,,,,0
28,SBRL10,1020,,,,0
30,SBRL10,1010,,,,0
32,SBRG10,1020,,,,0
34,SARG50,1070,,,,0
36,SBRG10,1080,,,,0
38,SARG50,1130,,,,0
40,SARL50,1080,,,,0
42,SBRG10,1090,,,,0
44,SARG50,1140,,,,0
46,SBLL50,1090,,,,0
48,SARL50,1040,,,,0
50,SARG50,1090,,,,0
52,SBLG50,1140,,,,0
54,SBLL50,1090,,,,0
56,SALL10,1080,,,,0
58,SARL50,1030,,,,0
60,SBLG50,1080,,,,0
62,SALL10,1070,,,,0
64,SBLL50,1020,,,,0
66,SARG50,1070,,,,0
68,SALG10,1080,,,,0
70,SBLL50,1030,,,,0
72,SBRL10,1020,,,,0
2,SBRG10,1030,,,,0
4,SARG50,1080,,,,0
6,SALG10,1090,,,,0
8,SARL50,1040,,,,0
10,SBLL50,990,,,,0
12,SBLG50,1040,,,,0
14,SBLL50,990,,,,0
16,SBLG50,1040,,,,0
18,SARG50,1090,,,,0
20,SBRL10,1080,,,,0
22,SALL10,1070,,,,0
24,SALG10,1080,,,,0
26,SBRG10,1090,,,,0
28,SBLL50,1040,,,,0
30,SBLL50,990,,,,0
32,SARG50,1040,,,,0
34,SARL50,990,,,,0
36,SBLL50,940,,,,0
38,SBLG50,990,,,,0
40,SBRG10,1000,,,,0
42,SBLG50,1050,,,,0
44,SALL10,1040,,,,0
46,SBRL10,1030,,,,0
48,SALG10,1040,,,,0
50,SARL50,990,,,,0
52,SBLG50,1040,,,,0
