trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SALG10,1010,,,,0
4,SBLG50,1060,,,,0
6,SBRL10,1050,,,,0
8,SARG50,1100,,,,0
10,SALG10,1110,,,,0
12,SBRG10,1120,,,,0
14,SBLL50,1070,,,,0
16,SALG10,1080,,,,0
18,SARL50,1030,,,,0
20,SALL10,1020,,,,0
22,SBRG10,1030,,,,0
24,SARL50,980,,,,0
26,SBLL50,930,,,,0
28,SARG50,980,,,,0
30,SBLL50,930,,,,0
32,SBRL10,920,,,,0
34,SALL10,910,,,,0
36,SARG50,960,,,,0
38,SALG10,970,,,,0
40,SALG10,980,,,,0
42,SBLL50,930,,,,0
44,SBLL50,880,,,,0
46,SALL10,870,,,,0
48,SBRG10,880,,,,0
50,SARL50,830,,,,0
52,SARG50,880,,,,0
54,SBRG10,890,,,,0
56,SBRL10,880,,,,0
58,SBRL10,870,,,,0
60,SBRG10,880,,,,0
62,SARL50,830,,,,0
64,SBLG50,880,,,,0
66,SALG10,890,,,,0
68,SBRL10,880,,,,0
70,SALL10,870,,,,0
72,SBLL50,820,,,,0
2,SARG50,870,,,,0
4,SALL10,860,,,,0
6,SARG50,910,,,,0
8,SALL10,900,,,,0
10,SALL10,890,,,,0
12,SBLG50,940,,,,0
14,SBLG50,990,,,,0
16,SBRL10,980,,,,0
18,SBLG50,1030,,,,0
20,SBLL50,980,,,,0
22,SBRL10,970,,,,0
24,SARL50,920,,,,0
26,SALL10,910,,,,0
28,SALG10,920,,,,0
30,SARL50,870,,,,0
32,SALL10,860,,,,0
34,SBRL10,850,,,,0
36,SBLG50,900,,,,0
38,SBLG50,950,,,,0
40,SARL50,900,,,,0
42,SBRL10,890,,,,0
44,SBRL10,880,,,,0
46,SARG50,930,,,,0
48,SALL10,920,,,,0
50,SBRL10,910,,,,0
52,SALG10,920,,,,0
54,SBLL50,870,,,,0
56,SARG50,920,,,,0
58,SALL10,910,,,,0
60,SBRG10,920,,,,0
62,SBRL10,910,,,,0
64,SBLG50,960,,,,0
66,SALG10,970,,,,0
68,SARG50,1020,,,,0
70,SBRG10,1030,,,,0
72,SBRG10,1040,,,,0
2,SALG10,1050,,,,0
4,SALG10,1060,,,,0
6,SALG10,1070,,,,0
8,SALG10,1080,,,,0
10,SARG50,1130,,,,0
12,SALG10,1140,,,,0
14,SALL10,1130,,,,0
16,SBRG10,1140,,,,0
18,SBLG50,1190,,,,0
20,SBLL50,1140,,,,0
22,SBRG10,1150,,,,0
24,SARG50,1200,,,,0
26,SBLG50,1250,,,,0
28,SARL50,1200,,,,0
30,SBRG10,1210,,,,0
32,SALL10,1200,,,,0
34,SARL50,1150,,,,0
36,SARL50,1100,,,,0
38,SARL50,1050,,,,0
40,SBRG10,1060,,,,0
42,SBRG10,1070,,,,0
44,SBRL10,1060,,,,0
46,SBRL10,1050,,,,0
48,SARG50,1100,,,,0
50,SBRL10,1090,,,,0
52,SARL50,1040,,,,0
54,SBRG10,1050,,,,0
56,SBRL10,1040,,,,0
58,SALL10,1030,,,,0
60,SBRL10,1020,,,,0
62,SBRG10,1030,,,,0
64,SBRL10,1020,,,,0
66,SBRL10,1010,,,,0
68,SALL10,1000,,,,0
70,SBRL10,990,,,,0
72,SARL50,940,,,,0
2,SALG10,950,,,,0
4,SBLG50,1000,,,,0
6,SBRL10,990,,,,0
8,SALL10,980,,,,0
10,SALL10,970,,,,0
12,SALL10,960,,,,0
14,SBRG10,970,,,,0
16,SALL10,960,,,,0
18,SALL10,950,,,,0
20,SALG10,960,,,,0
22,SALG10,970,,,,0
24,SBLG50,1020,,,,0
26,SBRL10,1010,,,,0
28,SBLG50,1060,,,,0
30,SARL50,1010,,,,0
32,SBLL50,960,,,,0
34,SARL50,910,,,,0
36,SBRL10,900,,,,0
38,SBRL10,890,,,,0
40,SBLG50,940,,,,0
42,SARL50,890,,,,0
44,SALG10,900,,,,0
46,SALG10,910,,,,0
48,SBLL50,860,,,,0
50,SARL50,810,,,,0
52,SBRL10,800,,,,0
54,SBRG10,810,,,,0
56,SALG10,820,,,,0
58,SBRL10,810,,,,0
60,SALG10,820,,,,0
62,SBRG10,830,,,,0
64,SBRG10,840,,,,0
66,SARG50,890,,,,0
68,SALL10,880,,,,0
70,SBRG10,890,,,,0
72,SBLL50,840,,,,0
1,QuestionS,840,,,５０点が当たったとき，どのように感じましたか？,S7
2,QuestionS,840,,,５０点が外れたとき，どのように感じましたか？,S1
3,QuestionS,840,,,１０点が当たったとき，どのように感じましたか？,S6
4,QuestionS,840,,,１０点が外れたとき，どのように感じましたか？,S3
1,QuestionM,840,攻撃的な,2敵意,,M3
2,QuestionM,840,丁重な,7集中,,M2
3,QuestionM,840,無気力な,3倦怠,,M2
4,QuestionM,840,慎重な,7集中,,M2
5,QuestionM,840,驚いた,8驚愕,,M1
6,QuestionM,840,自信がない,1抑うつ・不安,,M3
7,QuestionM,840,うらんだ,2敵意,,M2
8,QuestionM,840,だるい,3倦怠,,M3
9,QuestionM,840,憎らしい,2敵意,,M3
10,QuestionM,840,恋しい,6親和,,M1
11,QuestionM,840,むっとした,2敵意,,M3
12,QuestionM,840,のんきな,5非活動的快,,M2
13,QuestionM,840,注意深い,7集中,,M3
14,QuestionM,840,陽気な,4活動的快,,M1
15,QuestionM,840,つまらない,3倦怠,,M2
16,QuestionM,840,のどかな,5非活動的快,,M2
17,QuestionM,840,好きな,6親和,,M2
18,QuestionM,840,ていねいな,7集中,,M2
19,QuestionM,840,動揺した,8驚愕,,M2
20,QuestionM,840,気がかりな,1抑うつ・不安,,M2
21,QuestionM,840,いとおしい,6親和,,M1
22,QuestionM,840,はっとした,8驚愕,,M2
23,QuestionM,840,敵意のある,2敵意,,M2
24,QuestionM,840,くよくよした,1抑うつ・不安,,M1
25,QuestionM,840,おっとりした,5非活動的快,,M2
26,QuestionM,840,思慮深い,7集中,,M3
27,QuestionM,840,不安な,1抑うつ・不安,,M2
28,QuestionM,840,悩んでいる,1抑うつ・不安,,M2
