trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SALL10,990,,,,0
4,SALL10,980,,,,0
6,SBLL50,930,,,,0
8,SARL50,880,,,,0
10,SBRL10,870,,,,0
12,SARG50,920,,,,0
14,SALL10,910,,,,0
16,SARL50,860,,,,0
18,SBLL50,810,,,,0
20,SBLL50,760,,,,0
22,SARL50,710,,,,0
24,SBLL50,660,,,,0
26,SARL50,610,,,,0
28,SBRG10,620,,,,0
30,SARG50,670,,,,0
32,SBRL10,660,,,,0
34,SBRG10,670,,,,0
36,SBLL50,620,,,,0
38,SARG50,670,,,,0
40,SBLL50,620,,,,0
42,SARL50,570,,,,0
44,SBLG50,620,,,,0
46,SBLL50,570,,,,0
48,SBLL50,520,,,,0
50,SBLL50,470,,,,0
52,SARG50,520,,,,0
54,SBLG50,570,,,,0
56,SARG50,620,,,,0
58,SALG10,630,,,,0
60,SALG10,640,,,,0
62,SBRG10,650,,,,0
64,SBLG50,700,,,,0
66,SBLG50,750,,,,0
68,SARG50,800,,,,0
70,SARG50,850,,,,0
72,SALG10,860,,,,0
2,SARG50,910,,,,0
4,SARL50,860,,,,0
6,SALL10,850,,,,0
8,SBLL50,800,,,,0
10,SBRG10,810,,,,0
12,SBRG10,820,,,,0
14,SBLL50,770,,,,0
16,SBLG50,820,,,,0
18,SBLL50,770,,,,0
20,SARL50,720,,,,0
22,SARL50,670,,,,0
24,SBLG50,720,,,,0
26,SARL50,670,,,,0
28,SALG10,680,,,,0
30,SALL10,670,,,,0
32,SARG50,720,,,,0
34,SARG50,770,,,,0
36,SBLG50,820,,,,0
38,SARL50,770,,,,0
40,SALL10,760,,,,0
42,SBLG50,810,,,,0
44,SBLL50,760,,,,0
46,SALG10,770,,,,0
48,SBRG10,780,,,,0
50,SARL50,730,,,,0
52,SARL50,680,,,,0
54,SALL10,670,,,,0
56,SBLG50,720,,,,0
58,SBRG10,730,,,,0
60,SBRL10,720,,,,0
62,SARG50,770,,,,0
64,SBLL50,720,,,,0
66,SBLG50,770,,,,0
68,SBLG50,820,,,,0
70,SARG50,870,,,,0
72,SBRG10,880,,,,0
2,SARL50,830,,,,0
4,SBLL50,780,,,,0
6,SBLL50,730,,,,0
8,SBLG50,780,,,,0
10,SARL50,730,,,,0
12,SBLL50,680,,,,0
14,SALG10,690,,,,0
16,SALG10,700,,,,0
18,SBLL50,650,,,,0
20,SBRG10,660,,,,0
22,SBRG10,670,,,,0
24,SBLG50,720,,,,0
26,SBLL50,670,,,,0
28,SARL50,620,,,,0
30,SBRL10,610,,,,0
32,SBLG50,660,,,,0
34,SBLG50,710,,,,0
36,SBLL50,660,,,,0
38,SARG50,710,,,,0
40,SARL50,660,,,,0
42,SBLL50,610,,,,0
44,SARL50,560,,,,0
46,SBLG50,610,,,,0
48,SALG10,620,,,,0
50,SBLG50,670,,,,0
52,SALL10,660,,,,0
54,SARG50,710,,,,0
56,SARL50,660,,,,0
58,SBLG50,710,,,,0
60,SARL50,660,,,,0
62,SALG10,670,,,,0
64,SALL10,660,,,,0
66,SALL10,650,,,,0
68,SALL10,640,,,,0
70,SALG10,650,,,,0
72,SBRG10,660,,,,0
2,SARL50,610,,,,0
4,SBLL50,560,,,,0
6,SALL10,550,,,,0
8,SARG50,600,,,,0
10,SBLL50,550,,,,0
12,SARG50,600,,,,0
14,SBRG10,610,,,,0
16,SBRG10,620,,,,0
18,SBLL50,570,,,,0
20,SBRL10,560,,,,0
22,SBLG50,610,,,,0
24,SBLG50,660,,,,0
26,SARL50,610,,,,0
28,SARL50,560,,,,0
30,SARG50,610,,,,0
32,SALL10,600,,,,0
34,SBLG50,650,,,,0
36,SARL50,600,,,,0
38,SALG10,610,,,,0
