trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARG50,1050,,,,0
4,SARL50,1000,,,,0
6,SARL50,950,,,,0
8,SBLL50,900,,,,0
10,SBLL50,850,,,,0
12,SBRL10,840,,,,0
14,SBRG10,850,,,,0
16,SARL50,800,,,,0
18,SARL50,750,,,,0
20,SARG50,800,,,,0
22,SBRL10,790,,,,0
24,SALL10,780,,,,0
26,SARG50,830,,,,0
28,SBLG50,880,,,,0
30,SBLL50,830,,,,0
32,SALG10,840,,,,0
34,SBLG50,890,,,,0
36,SARG50,940,,,,0
38,SBRG10,950,,,,0
40,SBLG50,1000,,,,0
42,SALG10,1010,,,,0
44,SBLL50,960,,,,0
46,SBLL50,910,,,,0
48,SBLG50,960,,,,0
50,SALG10,970,,,,0
52,SALG10,980,,,,0
54,SARG50,1030,,,,0
56,SBRG10,1040,,,,0
58,SARG50,1090,,,,0
60,SBRG10,1100,,,,0
62,SARG50,1150,,,,0
64,SALL10,1140,,,,0
66,SBLL50,1090,,,,0
68,SARL50,1040,,,,0
70,SBRL10,1030,,,,0
72,SBRL10,1020,,,,0
2,SALG10,1030,,,,0
4,SALL10,1020,,,,0
6,SBLL50,970,,,,0
8,SBLL50,920,,,,0
10,SARL50,870,,,,0
12,SBLG50,920,,,,0
14,SBRL10,910,,,,0
16,SBRG10,920,,,,0
18,SALL10,910,,,,0
20,SBLG50,960,,,,0
22,SARG50,1010,,,,0
24,SBRL10,1000,,,,0
26,SBLL50,950,,,,0
28,SARL50,900,,,,0
30,SBRL10,890,,,,0
32,SARL50,840,,,,0
34,SALG10,850,,,,0
36,SBLG50,900,,,,0
38,SBRG10,910,,,,0
40,SBRL10,900,,,,0
42,SALG10,910,,,,0
44,SARG50,960,,,,0
46,SALG10,970,,,,0
48,SALL10,960,,,,0
50,SARG50,1010,,,,0
52,SARG50,1060,,,,0
54,SBRG10,1070,,,,0
56,SALL10,1060,,,,0
58,SBLG50,1110,,,,0
60,SARL50,1060,,,,0
62,SARG50,1110,,,,0
64,SARG50,1160,,,,0
66,SBRL10,1150,,,,0
68,SBLL50,1100,,,,0
70,SBRG10,1110,,,,0
72,SBLG50,1160,,,,0
2,SARG50,1210,,,,0
4,SBRL10,1200,,,,0
6,SALG10,1210,,,,0
8,SBLG50,1260,,,,0
10,SBLL50,1210,,,,0
12,SARG50,1260,,,,0
14,SBRL10,1250,,,,0
16,SARL50,1200,,,,0
18,SBLG50,1250,,,,0
20,SALG10,1260,,,,0
22,SALL10,1250,,,,0
24,SBLL50,1200,,,,0
26,SARL50,1150,,,,0
28,SARL50,1100,,,,0
30,SBLL50,1050,,,,0
32,SARG50,1100,,,,0
34,SARL50,1050,,,,0
36,SBLG50,1100,,,,0
38,SBRG10,1110,,,,0
40,SALG10,1120,,,,0
42,SALL10,1110,,,,0
44,SBLG50,1160,,,,0
46,SBRG10,1170,,,,0
48,SARG50,1220,,,,0
50,SBLG50,1270,,,,0
52,SBLG50,1320,,,,0
54,SBRG10,1330,,,,0
56,SARG50,1380,,,,0
58,SBRL10,1370,,,,0
60,SALL10,1360,,,,0
62,SALL10,1350,,,,0
64,SBLL50,1300,,,,0
66,SBLL50,1250,,,,0
68,SALG10,1260,,,,0
70,SARL50,1210,,,,0
72,SBLL50,1160,,,,0
2,SBRL10,1150,,,,0
4,SBLL50,1100,,,,0
6,SBLL50,1050,,,,0
8,SARL50,1000,,,,0
10,SBLG50,1050,,,,0
