trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARG50,1050,,,,0
4,SBLL50,1000,,,,0
6,SARG50,1050,,,,0
8,SBLL50,1000,,,,0
10,SBLG50,1050,,,,0
12,SBLL50,1000,,,,0
14,SBLG50,1050,,,,0
16,SBLL50,1000,,,,0
18,SBLL50,950,,,,0
20,SALG10,960,,,,0
22,SBRL10,950,,,,0
24,SALL10,940,,,,0
26,SARG50,990,,,,0
28,SARG50,1040,,,,0
30,SBLG50,1090,,,,0
32,SARL50,1040,,,,0
34,SARL50,990,,,,0
36,SALL10,980,,,,0
38,SARL50,930,,,,0
40,SARL50,880,,,,0
42,SALL10,870,,,,0
44,SARL50,820,,,,0
46,SALL10,810,,,,0
48,SBLL50,760,,,,0
50,SBRG10,770,,,,0
52,SBLG50,820,,,,0
54,SARL50,770,,,,0
56,SALL10,760,,,,0
58,SBRG10,770,,,,0
60,SBRG10,780,,,,0
62,SARG50,830,,,,0
64,SBLG50,880,,,,0
66,SBLG50,930,,,,0
68,SARG50,980,,,,0
70,SBLG50,1030,,,,0
72,SBLL50,980,,,,0
2,SARG50,1030,,,,0
4,SBLL50,980,,,,0
6,SBLG50,1030,,,,0
8,SBLL50,980,,,,0
10,SALG10,990,,,,0
12,SBRG10,1000,,,,0
14,SBRL10,990,,,,0
16,SBRL10,980,,,,0
18,SARL50,930,,,,0
20,SARL50,880,,,,0
22,SBRG10,890,,,,0
24,SBRL10,880,,,,0
26,SALL10,870,,,,0
28,SALG10,880,,,,0
30,SALL10,870,,,,0
32,SALG10,880,,,,0
34,SALL10,870,,,,0
36,SBLG50,920,,,,0
38,SARL50,870,,,,0
40,SARL50,820,,,,0
42,SBRL10,810,,,,0
44,SARG50,860,,,,0
46,SBLG50,910,,,,0
48,SARL50,860,,,,0
50,SBRG10,870,,,,0
52,SBRL10,860,,,,0
54,SBLL50,810,,,,0
56,SBRL10,800,,,,0
58,SBRL10,790,,,,0
60,SARG50,840,,,,0
62,SBLL50,790,,,,0
64,SALG10,800,,,,0
66,SALG10,810,,,,0
68,SBRG10,820,,,,0
70,SALG10,830,,,,0
72,SALG10,840,,,,0
2,SBLG50,890,,,,0
4,SBLG50,940,,,,0
6,SARG50,990,,,,0
8,SALG10,1000,,,,0
10,SARL50,950,,,,0
12,SBLL50,900,,,,0
14,SBRG10,910,,,,0
16,SBRG10,920,,,,0
18,SBRL10,910,,,,0
20,SBLG50,960,,,,0
22,SARG50,1010,,,,0
24,SBRL10,1000,,,,0
26,SBLL50,950,,,,0
28,SBLG50,1000,,,,0
30,SBLG50,1050,,,,0
32,SARL50,1000,,,,0
34,SALL10,990,,,,0
36,SBLL50,940,,,,0
38,SALG10,950,,,,0
40,SALL10,940,,,,0
42,SALL10,930,,,,0
44,SARL50,880,,,,0
46,SALG10,890,,,,0
48,SALL10,880,,,,0
50,SBLG50,930,,,,0
52,SBLG50,980,,,,0
54,SALL10,970,,,,0
56,SARL50,920,,,,0
58,SARG50,970,,,,0
60,SBLG50,1020,,,,0
62,SARL50,970,,,,0
64,SARG50,1020,,,,0
66,SBLG50,1070,,,,0
68,SARG50,1120,,,,0
70,SBLL50,1070,,,,0
72,SBRL10,1060,,,,0
2,SBLL50,1010,,,,0
4,SALG10,1020,,,,0
6,SBRL10,1010,,,,0
8,SARG50,1060,,,,0
10,SBLG50,1110,,,,0
12,SARG50,1160,,,,0
14,SARL50,1110,,,,0
16,SBLG50,1160,,,,0
18,SARL50,1110,,,,0
20,SARG50,1160,,,,0
22,SARG50,1210,,,,0
24,SARL50,1160,,,,0
26,SBLL50,1110,,,,0
28,SALL10,1100,,,,0
30,SALG10,1110,,,,0
32,SALG10,1120,,,,0
34,SBLG50,1170,,,,0
36,SBLG50,1220,,,,0
38,SBLL50,1170,,,,0
40,SARG50,1220,,,,0
42,SARL50,1170,,,,0
44,SBRG10,1180,,,,0
46,SBRL10,1170,,,,0
48,SBLL50,1120,,,,0
50,SARG50,1170,,,,0
52,SBLG50,1220,,,,0
54,SBLG50,1270,,,,0
56,SBLL50,1220,,,,0
58,SALL10,1210,,,,0
60,SBLL50,1160,,,,0
62,SARG50,1210,,,,0
64,SBRG10,1220,,,,0
66,SBLL50,1170,,,,0
68,SBRG10,1180,,,,0
70,SARL50,1130,,,,0
72,SALL10,1120,,,,0
1,QuestionS,1120,,,１０点が外れたとき，どのように感じましたか？,S1
2,QuestionS,1120,,,１０点が当たったとき，どのように感じましたか？,S7
3,QuestionS,1120,,,５０点が外れたとき，どのように感じましたか？,S1
4,QuestionS,1120,,,５０点が当たったとき，どのように感じましたか？,S7
1,QuestionM,1120,無気力な,3倦怠,,M3
2,QuestionM,1120,憎らしい,2敵意,,M4
3,QuestionM,1120,注意深い,7集中,,M2
4,QuestionM,1120,思慮深い,7集中,,M2
5,QuestionM,1120,びっくりした,8驚愕,,M2
6,QuestionM,1120,退屈な,3倦怠,,M3
7,QuestionM,1120,くよくよした,1抑うつ・不安,,M2
8,QuestionM,1120,のんびりした,5非活動的快,,M3
9,QuestionM,1120,のんきな,5非活動的快,,M2
10,QuestionM,1120,動揺した,8驚愕,,M4
11,QuestionM,1120,はっとした,8驚愕,,M3
12,QuestionM,1120,敵意のある,2敵意,,M4
13,QuestionM,1120,慎重な,7集中,,M2
14,QuestionM,1120,自信がない,1抑うつ・不安,,M3
15,QuestionM,1120,元気いっぱいの,4活動的快,,M1
16,QuestionM,1120,だるい,3倦怠,,M4
17,QuestionM,1120,びくりとした,8驚愕,,M2
18,QuestionM,1120,丁重な,7集中,,M1
19,QuestionM,1120,不安な,1抑うつ・不安,,M3
20,QuestionM,1120,のどかな,5非活動的快,,M2
21,QuestionM,1120,つまらない,3倦怠,,M3
22,QuestionM,1120,活気のある,4活動的快,,M1
23,QuestionM,1120,すてきな,6親和,,M2
24,QuestionM,1120,驚いた,8驚愕,,M3
25,QuestionM,1120,攻撃的な,2敵意,,M4
26,QuestionM,1120,恋しい,6親和,,M2
27,QuestionM,1120,うらんだ,2敵意,,M3
28,QuestionM,1120,いとおしい,6親和,,M2
29,QuestionM,1120,はつらつとした,4活動的快,,M2
30,QuestionM,1120,気力に満ちた,4活動的快,,M2
31,QuestionM,1120,陽気な,4活動的快,,M1
32,QuestionM,1120,悩んでいる,1抑うつ・不安,,M3
33,QuestionM,1120,おっとりした,5非活動的快,,M2
34,QuestionM,1120,好きな,6親和,,M1
35,QuestionM,1120,気がかりな,1抑うつ・不安,,M3
36,QuestionM,1120,愛らしい,6親和,,M2
37,QuestionM,1120,疲れた,3倦怠,,M4
38,QuestionM,1120,むっとした,2敵意,,M3
39,QuestionM,1120,ゆっくりした,5非活動的快,,M2
40,QuestionM,1120,ていねいな,7集中,,M2
