trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SALL10,990,,,,0
4,SARG50,1040,,,,0
6,SBRG10,1050,,,,0
8,SBRL10,1040,,,,0
10,SBRG10,1050,,,,0
12,SBLL50,1000,,,,0
14,SARG50,1050,,,,0
16,SALG10,1060,,,,0
18,SBRL10,1050,,,,0
20,SBRG10,1060,,,,0
22,SALG10,1070,,,,0
24,SARL50,1020,,,,0
26,SBLG50,1070,,,,0
28,SBRL10,1060,,,,0
30,SALG10,1070,,,,0
32,SALG10,1080,,,,0
34,SALL10,1070,,,,0
36,SBRL10,1060,,,,0
38,SARG50,1110,,,,0
40,SBRG10,1120,,,,0
42,SALL10,1110,,,,0
44,SALG10,1120,,,,0
46,SARL50,1070,,,,0
48,SARG50,1120,,,,0
50,SALL10,1110,,,,0
52,SBRG10,1120,,,,0
54,SARL50,1070,,,,0
56,SBLL50,1020,,,,0
58,SBLG50,1070,,,,0
60,SBLL50,1020,,,,0
62,SBLG50,1070,,,,0
64,SALL10,1060,,,,0
66,SBRG10,1070,,,,0
68,SBRL10,1060,,,,0
70,SBRL10,1050,,,,0
72,SALG10,1060,,,,0
2,SBRL10,1050,,,,0
4,SBRL10,1040,,,,0
6,SALL10,1030,,,,0
8,SBRG10,1040,,,,0
10,SBRL10,1030,,,,0
12,SBRG10,1040,,,,0
14,SARG50,1090,,,,0
16,SALG10,1100,,,,0
18,SALL10,1090,,,,0
20,SALG10,1100,,,,0
22,SBRL10,1090,,,,0
24,SBRL10,1080,,,,0
26,SALL10,1070,,,,0
28,SALG10,1080,,,,0
30,SARL50,1030,,,,0
32,SARL50,980,,,,0
34,SARL50,930,,,,0
36,SARG50,980,,,,0
38,SBLL50,930,,,,0
40,SARL50,880,,,,0
42,SARL50,830,,,,0
44,SBLG50,880,,,,0
46,SBLG50,930,,,,0
48,SBRL10,920,,,,0
50,SBRG10,930,,,,0
52,SALG10,940,,,,0
54,SARL50,890,,,,0
56,SARG50,940,,,,0
58,SBRG10,950,,,,0
60,SBRG10,960,,,,0
62,SARG50,1010,,,,0
64,SALG10,1020,,,,0
66,SBRG10,1030,,,,0
68,SBRL10,1020,,,,0
70,SBRL10,1010,,,,0
72,SBRG10,1020,,,,0
2,SALG10,1030,,,,0
4,SBRG10,1040,,,,0
6,SALG10,1050,,,,0
8,SARL50,1000,,,,0
10,SBLL50,950,,,,0
12,SARG50,1000,,,,0
14,SBRL10,990,,,,0
16,SALG10,1000,,,,0
18,SBRL10,990,,,,0
20,SBRL10,980,,,,0
22,SALG10,990,,,,0
24,SALG10,1000,,,,0
26,SARL50,950,,,,0
28,SARG50,1000,,,,0
30,SARL50,950,,,,0
32,SARL50,900,,,,0
34,SBLL50,850,,,,0
36,SARL50,800,,,,0
38,SBLG50,850,,,,0
40,SARL50,800,,,,0
42,SARG50,850,,,,0
44,SBRL10,840,,,,0
46,SBRL10,830,,,,0
48,SALL10,820,,,,0
50,SALL10,810,,,,0
52,SBRG10,820,,,,0
54,SBRL10,810,,,,0
56,SALL10,800,,,,0
58,SBLL50,750,,,,0
60,SARL50,700,,,,0
62,SBLG50,750,,,,0
64,SBLG50,800,,,,0
66,SBRG10,810,,,,0
68,SBLG50,860,,,,0
70,SBRG10,870,,,,0
72,SBRG10,880,,,,0
2,SALG10,890,,,,0
4,SBRG10,900,,,,0
6,SBRG10,910,,,,0
8,SBRG10,920,,,,0
10,SARL50,870,,,,0
12,SBLL50,820,,,,0
14,SBLG50,870,,,,0
16,SBRL10,860,,,,0
18,SBLG50,910,,,,0
20,SALL10,900,,,,0
22,SALL10,890,,,,0
24,SALL10,880,,,,0
26,SALG10,890,,,,0
28,SALG10,900,,,,0
30,SBRL10,890,,,,0
32,SBRL10,880,,,,0
34,SARL50,830,,,,0
36,SARL50,780,,,,0
38,SARG50,830,,,,0
40,SBLL50,780,,,,0
42,SBLL50,730,,,,0
44,SARL50,680,,,,0
46,SBLL50,630,,,,0
48,SARG50,680,,,,0
50,SBLL50,630,,,,0
52,SBLL50,580,,,,0
54,SBLG50,630,,,,0
56,SALG10,640,,,,0
58,SBRL10,630,,,,0
60,SBRL10,620,,,,0
62,SBLG50,670,,,,0
64,SALG10,680,,,,0
66,SALL10,670,,,,0
68,SALG10,680,,,,0
70,SALG10,690,,,,0
72,SARG50,740,,,,0
1,QuestionS,740,,,５０点が外れたとき，どのように感じましたか？,S7
2,QuestionS,740,,,１０点が外れたとき，どのように感じましたか？,S4
3,QuestionS,740,,,５０点が当たったとき，どのように感じましたか？,S7
4,QuestionS,740,,,１０点が当たったとき，どのように感じましたか？,S7
1,QuestionM,740,愛らしい,6親和,,M3
2,QuestionM,740,自信がない,1抑うつ・不安,,M2
3,QuestionM,740,びくりとした,8驚愕,,M2
4,QuestionM,740,慎重な,7集中,,M2
5,QuestionM,740,つまらない,3倦怠,,M1
6,QuestionM,740,活気のある,4活動的快,,M3
7,QuestionM,740,うらんだ,2敵意,,M1
8,QuestionM,740,丁重な,7集中,,M2
9,QuestionM,740,敵意のある,2敵意,,M2
10,QuestionM,740,むっとした,2敵意,,M3
11,QuestionM,740,注意深い,7集中,,M2
12,QuestionM,740,好きな,6親和,,M3
13,QuestionM,740,攻撃的な,2敵意,,M1
14,QuestionM,740,疲れた,3倦怠,,M3
15,QuestionM,740,退屈な,3倦怠,,M1
16,QuestionM,740,驚いた,8驚愕,,M2
17,QuestionM,740,はっとした,8驚愕,,M1
18,QuestionM,740,気力に満ちた,4活動的快,,M2
19,QuestionM,740,思慮深い,7集中,,M2
20,QuestionM,740,はつらつとした,4活動的快,,M3
21,QuestionM,740,ていねいな,7集中,,M3
22,QuestionM,740,おっとりした,5非活動的快,,M2
23,QuestionM,740,無気力な,3倦怠,,M1
24,QuestionM,740,びっくりした,8驚愕,,M1
25,QuestionM,740,いとおしい,6親和,,M2
26,QuestionM,740,気がかりな,1抑うつ・不安,,M1
27,QuestionM,740,悩んでいる,1抑うつ・不安,,M2
28,QuestionM,740,動揺した,8驚愕,,M2
29,QuestionM,740,陽気な,4活動的快,,M2
30,QuestionM,740,のんきな,5非活動的快,,M3
31,QuestionM,740,だるい,3倦怠,,M1
32,QuestionM,740,すてきな,6親和,,M2
33,QuestionM,740,恋しい,6親和,,M2
34,QuestionM,740,くよくよした,1抑うつ・不安,,M2
35,QuestionM,740,元気いっぱいの,4活動的快,,M3
36,QuestionM,740,憎らしい,2敵意,,M1
37,QuestionM,740,不安な,1抑うつ・不安,,M1
38,QuestionM,740,のんびりした,5非活動的快,,M3
39,QuestionM,740,ゆっくりした,5非活動的快,,M3
40,QuestionM,740,のどかな,5非活動的快,,M3
