trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SARG50,1050,,,,0
4,SARG50,1100,,,,0
6,SBRL10,1090,,,,0
8,SBRL10,1080,,,,0
10,SALG10,1090,,,,0
12,SBLG50,1140,,,,0
14,SALG10,1150,,,,0
16,SBRG10,1160,,,,0
18,SALG10,1170,,,,0
20,SALG10,1180,,,,0
22,SBRL10,1170,,,,0
24,SBLG50,1220,,,,0
26,SBRG10,1230,,,,0
28,SBRG10,1240,,,,0
30,SBRL10,1230,,,,0
32,SARG50,1280,,,,0
34,SBRG10,1290,,,,0
36,SALG10,1300,,,,0
38,SBRG10,1310,,,,0
40,SALG10,1320,,,,0
42,SBRG10,1330,,,,0
44,SALG10,1340,,,,0
46,SALL10,1330,,,,0
48,SBLG50,1380,,,,0
50,SALL10,1370,,,,0
52,SBLL50,1320,,,,0
54,SALL10,1310,,,,0
56,SARL50,1260,,,,0
58,SBLL50,1210,,,,0
60,SALL10,1200,,,,0
62,SBLL50,1150,,,,0
64,SALL10,1140,,,,0
66,SBLL50,1090,,,,0
68,SBLL50,1040,,,,0
70,SARL50,990,,,,0
72,SALL10,980,,,,0
2,SARL50,930,,,,0
4,SBLL50,880,,,,0
6,SBRG10,890,,,,0
8,SALG10,900,,,,0
10,SALL10,890,,,,0
12,SARG50,940,,,,0
14,SALL10,930,,,,0
16,SBLL50,880,,,,0
18,SALG10,890,,,,0
20,SBRL10,880,,,,0
22,SBLL50,830,,,,0
24,SALG10,840,,,,0
26,SALG10,850,,,,0
28,SBRL10,840,,,,0
30,SBRL10,830,,,,0
32,SBLG50,880,,,,0
34,SBRG10,890,,,,0
36,SALL10,880,,,,0
38,SBLG50,930,,,,0
40,SALL10,920,,,,0
42,SALL10,910,,,,0
44,SBLG50,960,,,,0
46,SALL10,950,,,,0
48,SBRL10,940,,,,0
50,SBRG10,950,,,,0
52,SALL10,940,,,,0
54,SARG50,990,,,,0
56,SBRG10,1000,,,,0
58,SBRL10,990,,,,0
60,SBRL10,980,,,,0
62,SARG50,1030,,,,0
64,SALG10,1040,,,,0
66,SALL10,1030,,,,0
68,SBRG10,1040,,,,0
70,SALL10,1030,,,,0
72,SBLG50,1080,,,,0
2,SBLG50,1130,,,,0
4,SALG10,1140,,,,0
6,SALG10,1150,,,,0
8,SBRL10,1140,,,,0
10,SARL50,1090,,,,0
12,SBRG10,1100,,,,0
14,SBRL10,1090,,,,0
16,SALL10,1080,,,,0
18,SARL50,1030,,,,0
20,SBRL10,1020,,,,0
22,SBRL10,1010,,,,0
24,SBLG50,1060,,,,0
26,SBRG10,1070,,,,0
28,SBRL10,1060,,,,0
30,SALG10,1070,,,,0
32,SALL10,1060,,,,0
34,SARL50,1010,,,,0
36,SALL10,1000,,,,0
38,SALG10,1010,,,,0
40,SBRL10,1000,,,,0
42,SARG50,1050,,,,0
44,SALL10,1040,,,,0
46,SBLG50,1090,,,,0
48,SALG10,1100,,,,0
50,SALL10,1090,,,,0
52,SBRG10,1100,,,,0
54,SALL10,1090,,,,0
56,SBRL10,1080,,,,0
58,SALG10,1090,,,,0
60,SBRL10,1080,,,,0
62,SALG10,1090,,,,0
64,SBLG50,1140,,,,0
66,SBRG10,1150,,,,0
68,SBRL10,1140,,,,0
70,SBRG10,1150,,,,0
72,SALL10,1140,,,,0
2,SARL50,1090,,,,0
4,SBRL10,1080,,,,0
6,SALG10,1090,,,,0
8,SBRG10,1100,,,,0
10,SALL10,1090,,,,0
12,SBLG50,1140,,,,0
14,SARL50,1090,,,,0
16,SBRG10,1100,,,,0
18,SALG10,1110,,,,0
20,SBRL10,1100,,,,0
22,SALL10,1090,,,,0
24,SALL10,1080,,,,0
26,SBLG50,1130,,,,0
28,SALL10,1120,,,,0
30,SALG10,1130,,,,0
32,SBLL50,1080,,,,0
34,SBRL10,1070,,,,0
36,SBRL10,1060,,,,0
38,SARL50,1010,,,,0
40,SBLL50,960,,,,0
42,SALL10,950,,,,0
44,SBLL50,900,,,,0
46,SBRL10,890,,,,0
48,SALL10,880,,,,0
50,SALG10,890,,,,0
52,SARG50,940,,,,0
54,SBRG10,950,,,,0
56,SALG10,960,,,,0
58,SBLL50,910,,,,0
60,SBRG10,920,,,,0
62,SALG10,930,,,,0
64,SBRG10,940,,,,0
66,SBLG50,990,,,,0
68,SBRL10,980,,,,0
70,SALG10,990,,,,0
72,SALG10,1000,,,,0
1,QuestionS,1000,,,１０点が当たったとき，どのように感じましたか？,S6
2,QuestionS,1000,,,１０点が外れたとき，どのように感じましたか？,S2
3,QuestionS,1000,,,５０点が当たったとき，どのように感じましたか？,S6
4,QuestionS,1000,,,５０点が外れたとき，どのように感じましたか？,S1
