trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBLL50,950,,,,0
4,SARL50,900,,,,0
6,SBLG50,950,,,,0
8,SARG50,1000,,,,0
10,SBLG50,1050,,,,0
12,SALL10,1040,,,,0
14,SBLG50,1090,,,,0
16,SALL10,1080,,,,0
18,SBRL10,1070,,,,0
20,SBRL10,1060,,,,0
22,SALG10,1070,,,,0
24,SARL50,1020,,,,0
26,SBRG10,1030,,,,0
28,SBRG10,1040,,,,0
30,SARL50,990,,,,0
32,SALG10,1000,,,,0
34,SBRG10,1010,,,,0
36,SBLL50,960,,,,0
38,SBLG50,1010,,,,0
40,SARG50,1060,,,,0
42,SBRL10,1050,,,,0
44,SBRG10,1060,,,,0
46,SALL10,1050,,,,0
48,SARL50,1000,,,,0
50,SBLG50,1050,,,,0
52,SALL10,1040,,,,0
54,SBLL50,990,,,,0
56,SALL10,980,,,,0
58,SARG50,1030,,,,0
60,SBRL10,1020,,,,0
62,SBLG50,1070,,,,0
64,SARL50,1020,,,,0
66,SBRL10,1010,,,,0
68,SARG50,1060,,,,0
70,SARL50,1010,,,,0
72,SALG10,1020,,,,0
2,SBLG50,1070,,,,0
4,SBLL50,1020,,,,0
6,SARL50,970,,,,0
8,SARL50,920,,,,0
10,SARG50,970,,,,0
12,SBLG50,1020,,,,0
14,SBRL10,1010,,,,0
16,SBRG10,1020,,,,0
18,SALG10,1030,,,,0
20,SARG50,1080,,,,0
22,SARG50,1130,,,,0
24,SBRG10,1140,,,,0
26,SBLG50,1190,,,,0
28,SALG10,1200,,,,0
30,SARL50,1150,,,,0
32,SARG50,1200,,,,0
34,SBLL50,1150,,,,0
36,SARL50,1100,,,,0
38,SBRG10,1110,,,,0
40,SBLL50,1060,,,,0
42,SALG10,1070,,,,0
44,SARL50,1020,,,,0
46,SARL50,970,,,,0
48,SBLG50,1020,,,,0
50,SBRG10,1030,,,,0
52,SARL50,980,,,,0
54,SARL50,930,,,,0
56,SARL50,880,,,,0
58,SBRL10,870,,,,0
60,SBLG50,920,,,,0
62,SBLL50,870,,,,0
64,SBLG50,920,,,,0
66,SARL50,870,,,,0
68,SBRG10,880,,,,0
70,SARG50,930,,,,0
72,SBRL10,920,,,,0
2,SALG10,930,,,,0
4,SBLL50,880,,,,0
6,SARG50,930,,,,0
8,SBLG50,980,,,,0
10,SARL50,930,,,,0
12,SBLG50,980,,,,0
14,SBLL50,930,,,,0
16,SBLL50,880,,,,0
18,SBRL10,870,,,,0
20,SARL50,820,,,,0
22,SBRG10,830,,,,0
24,SBLL50,780,,,,0
26,SBLL50,730,,,,0
28,SALG10,740,,,,0
30,SBRL10,730,,,,0
32,SBLG50,780,,,,0
34,SBLG50,830,,,,0
36,SBRG10,840,,,,0
38,SARL50,790,,,,0
40,SBLG50,840,,,,0
42,SARG50,890,,,,0
44,SALL10,880,,,,0
46,SBLG50,930,,,,0
48,SARL50,880,,,,0
50,SARG50,930,,,,0
52,SALL10,920,,,,0
54,SARG50,970,,,,0
56,SARL50,920,,,,0
58,SARL50,870,,,,0
60,SBLG50,920,,,,0
62,SALG10,930,,,,0
64,SBRG10,940,,,,0
66,SARL50,890,,,,0
68,SARL50,840,,,,0
70,SBRG10,850,,,,0
72,SALG10,860,,,,0
2,SBLL50,810,,,,0
4,SARL50,760,,,,0
6,SARL50,710,,,,0
8,SBLL50,660,,,,0
10,SBLL50,610,,,,0
12,SARL50,560,,,,0
14,SALG10,570,,,,0
16,SALL10,560,,,,0
18,SBLL50,510,,,,0
20,SBLL50,460,,,,0
22,SARL50,410,,,,0
24,SALG10,420,,,,0
26,SBLL50,370,,,,0
28,SBRG10,380,,,,0
30,SALG10,390,,,,0
32,SALL10,380,,,,0
34,SALL10,370,,,,0
36,SARL50,320,,,,0
38,SBLL50,270,,,,0
40,SBLG50,320,,,,0
42,SARL50,270,,,,0
44,SBRG10,280,,,,0
46,SARL50,230,,,,0
48,SARL50,180,,,,0
50,SBLL50,130,,,,0
52,SBLG50,180,,,,0
54,SBRG10,190,,,,0
56,SALG10,200,,,,0
58,SARG50,250,,,,0
60,SBRG10,260,,,,0
62,SBLG50,310,,,,0
64,SBRG10,320,,,,0
66,SARG50,370,,,,0
68,SBLG50,420,,,,0
70,SBLG50,470,,,,0
72,SALG10,480,,,,0
1,QuestionS,480,,,１０点が外れたとき，どのように感じましたか？,S3
2,QuestionS,480,,,１０点が当たったとき，どのように感じましたか？,S5
3,QuestionS,480,,,５０点が外れたとき，どのように感じましたか？,S1
4,QuestionS,480,,,５０点が当たったとき，どのように感じましたか？,S7
1,QuestionM,480,だるい,3倦怠,,M3
2,QuestionM,480,丁重な,7集中,,M2
3,QuestionM,480,のどかな,5非活動的快,,M1
4,QuestionM,480,憎らしい,2敵意,,M1
5,QuestionM,480,好きな,6親和,,M2
6,QuestionM,480,気がかりな,1抑うつ・不安,,M3
7,QuestionM,480,動揺した,8驚愕,,M2
8,QuestionM,480,退屈な,3倦怠,,M1
9,QuestionM,480,つまらない,3倦怠,,M1
10,QuestionM,480,はつらつとした,4活動的快,,M1
11,QuestionM,480,陽気な,4活動的快,,M1
12,QuestionM,480,攻撃的な,2敵意,,M1
13,QuestionM,480,不安な,1抑うつ・不安,,M2
14,QuestionM,480,悩んでいる,1抑うつ・不安,,M1
15,QuestionM,480,無気力な,3倦怠,,M3
16,QuestionM,480,くよくよした,1抑うつ・不安,,M1
