trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SBLL50,950,,,,0
4,SBRG10,960,,,,0
6,SALL10,950,,,,0
8,SBRG10,960,,,,0
10,SBRL10,950,,,,0
12,SBLG50,1000,,,,0
14,SBLG50,1050,,,,0
16,SALG10,1060,,,,0
18,SBRL10,1050,,,,0
20,SALL10,1040,,,,0
22,SALG10,1050,,,,0
24,SARG50,1100,,,,0
26,SBLL50,1050,,,,0
28,SARL50,1000,,,,0
30,SARG50,1050,,,,0
32,SALG10,1060,,,,0
34,SALL10,1050,,,,0
36,SALG10,1060,,,,0
38,SBRG10,1070,,,,0
40,SARL50,1020,,,,0
42,SBRG10,1030,,,,0
44,SARL50,980,,,,0
46,SBRG10,990,,,,0
48,SBRL10,980,,,,0
50,SALG10,990,,,,0
52,SARG50,1040,,,,0
54,SBRL10,1030,,,,0
56,SARG50,1080,,,,0
58,SALG10,1090,,,,0
60,SALG10,1100,,,,0
62,SBLL50,1050,,,,0
64,SBRL10,1040,,,,0
66,SBRG10,1050,,,,0
68,SBLL50,1000,,,,0
70,SALL10,990,,,,0
72,SBRL10,980,,,,0
2,SARL50,930,,,,0
4,SALL10,920,,,,0
6,SBRG10,930,,,,0
8,SBRG10,940,,,,0
10,SARL50,890,,,,0
12,SALL10,880,,,,0
14,SBRG10,890,,,,0
16,SBLL50,840,,,,0
18,SARL50,790,,,,0
20,SARL50,740,,,,0
22,SBRG10,750,,,,0
24,SALL10,740,,,,0
26,SARL50,690,,,,0
28,SBRL10,680,,,,0
30,SBLL50,630,,,,0
32,SBRG10,640,,,,0
34,SBRG10,650,,,,0
36,SARL50,600,,,,0
38,SBLL50,550,,,,0
40,SBRG10,560,,,,0
42,SBLG50,610,,,,0
44,SARG50,660,,,,0
46,SBRL10,650,,,,0
48,SALL10,640,,,,0
50,SARL50,590,,,,0
52,SARG50,640,,,,0
54,SBRG10,650,,,,0
56,SBRL10,640,,,,0
58,SBLG50,690,,,,0
60,SBLL50,640,,,,0
62,SALG10,650,,,,0
64,SARL50,600,,,,0
66,SBLG50,650,,,,0
68,SARG50,700,,,,0
70,SALG10,710,,,,0
72,SARG50,760,,,,0
2,SARL50,710,,,,0
4,SALG10,720,,,,0
6,SBRG10,730,,,,0
8,SALG10,740,,,,0
10,SBLL50,690,,,,0
12,SALL10,680,,,,0
14,SARL50,630,,,,0
16,SALL10,620,,,,0
18,SARL50,570,,,,0
20,SBRL10,560,,,,0
22,SBLG50,610,,,,0
24,SBLG50,660,,,,0
26,SALG10,670,,,,0
28,SARL50,620,,,,0
30,SBRL10,610,,,,0
32,SBLL50,560,,,,0
34,SALG10,570,,,,0
36,SARG50,620,,,,0
38,SARL50,570,,,,0
40,SBLL50,520,,,,0
42,SARG50,570,,,,0
44,SBRG10,580,,,,0
46,SBRL10,570,,,,0
48,SBRG10,580,,,,0
50,SALL10,570,,,,0
52,SALG10,580,,,,0
54,SBLL50,530,,,,0
56,SALG10,540,,,,0
58,SBLG50,590,,,,0
60,SBLL50,540,,,,0
62,SARG50,590,,,,0
64,SALG10,600,,,,0
66,SBLL50,550,,,,0
68,SBRG10,560,,,,0
70,SBLG50,610,,,,0
72,SBLG50,660,,,,0
2,SBLG50,710,,,,0
4,SBRL10,700,,,,0
6,SBRG10,710,,,,0
8,SBRG10,720,,,,0
10,SARG50,770,,,,0
12,SALG10,780,,,,0
14,SBRG10,790,,,,0
16,SALL10,780,,,,0
18,SBLL50,730,,,,0
20,SBRL10,720,,,,0
22,SBRL10,710,,,,0
24,SALL10,700,,,,0
26,SARG50,750,,,,0
28,SALG10,760,,,,0
30,SARL50,710,,,,0
32,SBLL50,660,,,,0
34,SALL10,650,,,,0
36,SARL50,600,,,,0
38,SBRG10,610,,,,0
40,SBRL10,600,,,,0
42,SARL50,550,,,,0
44,SBLG50,600,,,,0
46,SALL10,590,,,,0
48,SARG50,640,,,,0
50,SALL10,630,,,,0
52,SBLL50,580,,,,0
54,SARG50,630,,,,0
56,SALG10,640,,,,0
58,SBLG50,690,,,,0
60,SBRG10,700,,,,0
62,SBLG50,750,,,,0
