trialnum,trialcode,values.CurrentScore,values.QuestionM,values.QuestionM2,values.QuestionS,response
2,SALL10,990,,,,0
4,SBLG50,1040,,,,0
6,SARG50,1090,,,,0
8,SBLG50,1140,,,,0
10,SARG50,1190,,,,0
12,SBLG50,1240,,,,0
14,SALL10,1230,,,,0
16,SARL50,1180,,,,0
18,SBRL10,1170,,,,0
20,SARL50,1120,,,,0
22,SBLG50,1170,,,,0
24,SBRL10,1160,,,,0
26,SBRL10,1150,,,,0
28,SARL50,1100,,,,0
30,SALL10,1090,,,,0
32,SBLL50,1040,,,,0
34,SALG10,1050,,,,0
36,SALG10,1060,,,,0
38,SALL10,1050,,,,0
40,SALL10,1040,,,,0
42,SBLG50,1090,,,,0
44,SBRL10,1080,,,,0
46,SBLG50,1130,,,,0
48,SBLG50,1180,,,,0
50,SARG50,1230,,,,0
52,SBLG50,1280,,,,0
54,SALL10,1270,,,,0
56,SBRL10,1260,,,,0
58,SBRG10,1270,,,,0
60,SBLG50,1320,,,,0
62,SARG50,1370,,,,0
64,SBRG10,1380,,,,0
66,SARL50,1330,,,,0
68,SARL50,1280,,,,0
70,SBLL50,1230,,,,0
72,SALG10,1240,,,,0
2,SBRL10,1230,,,,0
4,SALL10,1220,,,,0
6,SBRG10,1230,,,,0
8,SBLL50,1180,,,,0
10,SBLG50,1230,,,,0
12,SALL10,1220,,,,0
14,SBLL50,1170,,,,0
16,SBLG50,1220,,,,0
18,SALL10,1210,,,,0
20,SARG50,1260,,,,0
22,SARL50,1210,,,,0
24,SARG50,1260,,,,0
26,SBRG10,1270,,,,0
28,SALG10,1280,,,,0
30,SARL50,1230,,,,0
32,SBRG10,1240,,,,0
34,SALG10,1250,,,,0
36,SBLG50,1300,,,,0
38,SBRL10,1290,,,,0
40,SALL10,1280,,,,0
42,SARL50,1230,,,,0
44,SBLG50,1280,,,,0
46,SARG50,1330,,,,0
48,SBRG10,1340,,,,0
50,SBRG10,1350,,,,0
52,SARG50,1400,,,,0
54,SARL50,1350,,,,0
56,SBRL10,1340,,,,0
58,SARG50,1390,,,,0
60,SALG10,1400,,,,0
62,SBLG50,1450,,,,0
64,SBRL10,1440,,,,0
66,SBLG50,1490,,,,0
68,SALL10,1480,,,,0
70,SBRL10,1470,,,,0
72,SALL10,1460,,,,0
2,SALL10,1450,,,,0
4,SALG10,1460,,,,0
6,SALG10,1470,,,,0
8,SBRL10,1460,,,,0
10,SALL10,1450,,,,0
12,SALG10,1460,,,,0
14,SALL10,1450,,,,0
